Time (s),Altitude (ft),Total velocity (ft/s),Total acceleration (ft/s²),Air pressure (mbar)
77.896,344.894,15.655,0.452,991.722
78.396,337.008,15.888,0.465,991.894
78.896,329.126,15.644,0.487,992.066
79.396,321.241,15.895,0.501,992.238
79.896,313.359,15.632,0.525,992.41
80.396,305.475,15.903,0.541,992.583
80.896,297.595,15.619,0.566,992.755
81.396,289.712,15.911,0.584,992.927
81.896,281.833,15.606,0.611,993.099
82.396,273.951,15.921,0.63,993.271
82.896,266.073,15.591,0.659,993.443
83.396,258.193,15.931,0.681,993.615
83.896,250.316,15.575,0.712,993.787
84.396,242.436,15.943,0.736,993.959
84.896,234.561,15.558,0.77,994.131
85.396,226.682,15.956,0.796,994.303
85.896,218.808,15.54,0.833,994.475
86.396,210.931,15.971,0.861,994.647
86.896,203.058,15.52,0.901,994.819
87.396,195.181,15.986,0.932,994.991
87.896,187.31,15.499,0.975,995.163
88.396,179.435,16.004,1.01,995.335
88.896,171.565,15.476,1.056,995.507
89.396,163.69,16.023,1.094,995.679
89.896,155.822,15.451,1.144,995.851
90.396,147.948,16.044,1.186,996.023
90.896,140.081,15.424,1.24,996.195
91.396,132.209,16.066,1.286,996.367
91.896,124.344,15.394,1.344,996.539
92.396,116.472,16.092,1.395,996.71
92.896,108.609,15.362,1.459,996.882
93.396,100.738,16.119,1.514,997.054
93.896,92.877,15.328,1.583,997.226
94.396,85.007,16.149,1.643,997.398
94.884,77.333,15.311,1.719,997.569
95.352,69.982,16.107,1.702,997.737
95.824,62.555,15.375,1.551,997.898
96.324,54.688,16.094,1.437,998.06
96.824,46.829,15.342,1.504,998.232
97.324,38.962,16.123,1.563,998.403
97.824,31.105,15.305,1.636,998.575
98.315,23.375,16.141,1.7,998.747
98.787,15.955,15.33,1.72,998.915
99.254,8.625,16.074,1.594,999.078
99.754,0.769,15.35,1.447,999.238
# Event GROUND_HIT occurred at t=99.804 seconds
# Event SIMULATION_END occurred at t=99.804 seconds
99.804,0,15.425,1.505,999.409
