Time [s],Temperature [deg C],Pressure [hPa],Altitude [m],Accleration X [m/s^2],Accleration Y [m/s^2],Accleration Z [m/s^2],Linear Acceleration X [m/s^2],Linear Acceleration Y [m/s^2],Linear Acceleration Z [m/s^2],Gravity Acceleration X [m/s^2],Gravity Acceleration Y [m/s^2],Gravity Acceleration Z [m/s^2],Magnetic Field Strength X [uT],Magnetic Field Strength Y [uT],Magnetic Field Strength Z [uT],Gyro 1,Gyro 2,Gyro 3,Euler Angles 1,Euler Angles 2,Euler Angles 3,Quaternion 1,Quaternion 2,Quaternion 3,Quaternion 4
7.506813287734985,19.8501953125,983.4487681426751,-0.17683722800595048,-3.97,0.5700000000000001,8.92,0.0,-0.04,0.0,-3.99,0.5700000000000001,8.93,-81.75,50.5625,30.25,0.003272492347489368,-0.001090830782496456,-0.001090830782496456,359.9375,-24.0,-3.625,0.97760009765625,0.0299072265625,0.20819091796875,0.0
7.783400535583496,19.852734375,983.4604699565962,-0.11148341316675081,-3.97,0.51,nan,0.01,-0.05,-0.01,-3.99,0.5700000000000001,8.93,-82.1875,51.0,30.25,0.004363323129985824,-0.001090830782496456,-0.003272492347489368,359.9375,-24.0,-3.625,0.97760009765625,0.0299072265625,0.20819091796875,0.0
8.053604125976562,19.8501953125,983.4671207598965,0.25244710867074693,-3.96,0.52,8.94,0.02,-0.05,0.0,-3.99,0.5700000000000001,8.93,-81.75,51.6875,30.6875,0.001090830782496456,-0.003272492347489368,0.0,359.9375,-24.0,-3.625,0.97760009765625,0.0299072265625,0.20819091796875,0.0
8.32575798034668,19.827734375,983.4248656905153,0.251499441162798,-3.97,0.55,8.93,0.01,-0.02,0.0,-3.99,0.5700000000000001,8.93,-81.375,51.6875,29.875,-0.002181661564992912,-0.001090830782496456,0.0,359.9375,-24.0,-3.625,0.97760009765625,0.0299072265625,0.20819091796875,0.0
8.598366498947144,19.8150390625,983.4304857090759,0.12654595345848452,-3.8000000000000003,0.53,9.01,0.17,-0.03,0.07,-3.97,0.56,8.94,-49.875,31.0,18.5625,-0.017453292519943295,-0.003272492347489368,0.004363323129985824,0.0,-23.9375,-3.5625,0.977783203125,0.0294189453125,0.20751953125,-0.000244140625
8.867384910583496,19.8201171875,983.4453858103493,0.14569649837840815,-3.91,0.31,9.040000000000001,0.88,0.18,0.49,-4.79,0.13,8.55,-45.5,30.5625,17.5625,-0.23125612588924865,0.6872233929727672,-0.44178646691106466,359.875,-29.6875,-0.625,0.96661376953125,0.0048828125,0.2562255859375,0.000732421875
9.1379976272583,19.8126953125,983.433115489455,0.4811018033275538,-8.59,-2.21,7.26,-0.88,-0.13,1.56,-7.7,-2.07,5.69,-16.6875,22.75,-11.5,-0.7395832705325971,2.083486794568231,-0.6632251157578453,6.8125,-52.75,21.4375,0.8824462890625,-0.097900390625,0.45709228515625,-0.052978515625
9.408745527267456,19.8150390625,983.4088716669237,0.7501807890350798,-9.0,-2.62,2.44,0.4,-0.23,-0.26,-9.11,-2.57,2.52,24.0625,13.0,-32.5625,-0.6970408700152354,0.6217735460229799,0.65558930028037,7.5,-68.375,45.5,0.7894287109375,-0.127197265625,0.59857177734375,-0.04791259765625
9.67568850517273,19.830078125,983.3943061314613,0.7447520332055246,-9.3,-2.17,2.33,-0.02,0.42,0.55,-9.290000000000001,-2.61,1.73,29.75,17.375,-30.75,-0.6043202535030366,0.2977968036215325,-0.001090830782496456,357.0,-71.3125,56.375,-1.23443603515625,-0.1923828125,0.613525390625,0.02142333984375
9.947515726089478,19.827734375,983.4562852182675,0.6469291946808797,-9.57,-2.67,2.32,-0.24,-0.23,0.96,-9.34,-2.5100000000000002,1.59,31.5,18.0625,-28.1875,-0.25743606466916363,-0.19198621771937624,0.23343778745424157,350.75,-72.3125,57.5,0.76007080078125,-0.21746826171875,0.60931396484375,0.06109619140625
10.216615200042725,19.830078125,983.3714896536552,1.0035266587839298,-10.36,-3.14,3.49,-1.0,-0.75,1.83,-9.36,-2.39,1.6500000000000001,32.25,16.375,-27.75,-0.5825036378531074,0.02945243112740431,-0.017453292519943295,344.875,-72.6875,55.6875,0.75726318359375,-0.24127197265625,0.5985107421875,0.100341796875
10.484952449798584,19.8451171875,983.3546278383494,1.1142385577187952,-9.63,-3.47,3.45,-0.33,-0.37,3.2,-9.3,-3.09,0.25,33.25,21.75,-22.5,-1.32972272386318,0.21380283336930536,-0.4657847441259867,334.1875,-71.25,86.4375,0.69598388671875,-0.36676025390625,0.59637451171875,0.15936279296875
10.755817890167236,19.8451171875,983.3824957447686,0.7659386038319016,-8.13,-4.97,0.35000000000000003,0.89,-1.34,1.57,-9.02,-3.63,-1.21,31.5,30.25,-9.0625,-2.3791019366247705,-0.6185010536754906,0.2519819107566813,308.1875,-67.25,109.125,0.5943603515625,-0.5533447265625,0.5072021484375,0.28857421875
