Time [s],Primary Continuity,Backup Continuity,Low Voltage [V],High Voltage [V],Linear Acceleration X [m/s^2],Linear Acceleration Y [m/s^2],Linear Acceleration Z [m/s^2],Altitude [m],Flight State,Accleration X [m/s^2],Accleration Y [m/s^2],Accleration Z [m/s^2],Gravity Acceleration X [m/s^2],Gravity Acceleration Y [m/s^2],Gravity Acceleration Z [m/s^2],Magnetic Field Strength X [uT],Magnetic Field Strength Y [uT],Magnetic Field Strength Z [uT],Gyro 1,Gyro 2,Gyro 3,Euler Angles 1,Euler Angles 2,Euler Angles 3,Quaternion 1,Quaternion 2,Quaternion 3,Quaternion 4,High Current [A],Temperature,Pressure [hPa],Low Power [W],Low Current [A],High Power [W],Drill imu 1,Drill imu 2,Drill imu 3
771.78687,0,0,4.11625,12.54874,3.91,-1.14,0.89,144.40552,3,2.98,-1.72,-8.85,-0.92,-0.58,-9.74,-21.875,6.5,44.875,0.012,0.63923,7.75362,308.8125,-5.3125,176.9375,0.05322,-0.43115,0.9007,-0.00366,-1.25,33.1371,913.17773,290,72.5,10,2.8491,10.40041,1.44849
771.99609,0,0,4.11375,12.55,-1.1,-0.12,0.73,143.30634,3,-1.37,0.09,-9.06,-0.27,0.21,-9.8,7,21.5625,44.875,0.06654,0.13526,4.04262,20.375,-1.4375,-178.6875,0.01465,0.177,0.98407,0.00873,-1.25,33.13965,913.3606,330,80,10,3.45723,9.28471,1.92973
772.20557,0,0,4.11625,12.55,-2.34,-0.05,0.43,140.92828,3,-2.68,-0.15,-9.36,-0.34,-0.09,-9.8,17.375,17.5,44,0.08508,-0.1669,-1.4399,34.875,-2.0625,179.3125,0.01556,0.29987,0.9538,-0.01093,0,33.12225,913.56812,310,75,0,1.05345,9.28711,1.81241
773.31641,0,0,4.115,12.54874,1.77,-1.53,-0.02,133.07544,3,0.71,-1.46,-9.77,-1.05,0.06,-9.74,7.5625,23.375,42.875,0.16581,0.05018,5.82613,27.625,-6.0625,-179.3125,0.0531,0.23883,0.96954,-0.00732,-1.25,32.92792,914.43213,320,77.5,10,0.33519,9.96227,-1.72861
773.52686,0,0,4.1175,12.55125,-1.74,0.33,-0.95,132.03967,3,-2.07,0.95,-10.73,-0.33,0.62,-9.77999,24.75,7.6875,43.5625,-0.10908,-0.04145,1.5708,72.75,-1.875,-176.25,0.03278,0.5929,0.80444,0.01624,-1.25,33.0127,914.51807,310,73.75,10,-0.22027,10.24957,-0.67995
773.73633,0,0,4.1175,12.55,-0.77,-0.75,-0.98,130.86652,3,-1.07,0.32,-10.23,-0.41,0.84,-9.76,26.5625,0.5625,42.75,-0.07418,0.21271,0.00982,77.125,-2.375,-175,0.04291,0.6228,0.78088,0.02167,-1.25,33.04492,914.69214,290,72.5,10,-0.05986,10.30225,0.14844
773.94556,0,0,4.1175,12.54874,0.58,-2.33,-0.47,128.42505,3,0.75,-1.55,-10.24,0.19,0.76,-9.77,23.875,-0.0625,43.0625,0.12763,0.09381,1.79223,84.25,1.0625,-175.5,0.01886,0.67041,0.74091,0.03546,0,33.04492,914.95239,290,71.25,0,0.16999,10.16817,0.1221
774.15479,0,0,4.11625,12.54874,-0.96,-1.27,-0.38,126.85028,3,-0.2,-1.01,-10.16,0.77,0.24,-9.77,20.875,-5.6875,44.25,0.05018,0.14508,1.16719,103.0625,4.5,-178.5625,-0.01489,0.78229,0.62152,0.03882,0,33.04492,915.07373,330,80,0,0.14605,8.61194,0.59855
774.36401,0,0,4.1175,12.54874,-1.48,0.38,0.14,125.1275,3,-0.39,0.39,-9.6,1.11,-0.01,-9.74,19.75,-7.1875,46.0625,0.28471,0.17671,-0.33052,107.0625,6.4375,179.875,-0.03577,0.802,0.5946,0.04504,-1.25,33.04999,915.26221,290,72.5,10,-1.39103,9.88805,-2.62883
774.57349,0,0,4.1175,12.55,-0.95,0.85,-0.01,123.62671,3,-0.01,0.51,-9.76,0.93,-0.33,-9.75,18.5625,-6.875,46.875,0.22907,-0.05345,2.51982,115.4375,5.3125,177.75,-0.04156,0.8446,0.53302,0.02917,0,33.0625,915.42139,310,75,0,0.67038,9.09557,-4.68545
774.78296,0,0,4.11625,12.55,3.51,0.81,0.11,121.86166,3,3.47,-0.57,-9.59,-0.04,-1.38,-9.7,11.0625,-15.1875,46.5,0.00327,0.08072,7.27257,176.5625,-0.75,171.875,-0.0705,0.99701,0.02966,-0.00879,-1.25,33.06738,915.64966,290,71.25,10,2.10929,8.72926,1.13485
774.99243,0,0,4.11625,12.54874,1.26,-0.09,-0.24,120.58279,3,-0.22,-0.33,-9.93,-1.49,-0.23,-9.68,-12,-13,46.875,-0.05672,-0.27489,5.15527,253.125,-8.9375,179,-0.05341,0.80042,-0.59424,-0.05786,-1.25,33.07733,915.78857,320,76.25,10,-0.05507,9.55526,1.49398
775.2019,0,0,4.11875,12.55,-0.38,-1,-0.01,119.34622,3,-2.06,-0.89,-9.67,-1.68,0.1,-9.66,-15.375,0.875,47.375,0.23998,0.31525,0.44942,277.875,-9.625,-179.4375,-0.06049,0.6543,-0.75146,-0.05902,-1.25,33.06992,915.93481,330,81.25,10,2.91853,10.23521,2.34392
775.41089,0,0,4.11625,12.54874,0.73,-0.69,-0.01,117.76086,3,-0.7,-0.63,-10.02999,-1.19,-0.02,-9.73,-19.1875,2,46.875,-0.05127,-0.19199,-2.3551,265,-7.0625,179.6875,-0.04388,0.73566,-0.6745,-0.04395,0,33.04492,916.0918,320,77.5,0,-1.01035,9.32781,-0.56024
775.62036,0,0,4.11625,12.54874,1.21,-0.66,-0.36,116.28119,3,0.38,-1.26,-10.07,-0.8,-0.76,-9.74,-16.875,-5.5,46.5,-0.10254,0.31198,-2.15657,236,-4.4375,175.4375,-0.05292,0.88141,-0.46918,-0.01581,0,33.03496,916.23242,310,75,0,-0.79248,9.97903,0.3735
775.82983,0,0,4.11625,12.55,0.3,0.37,-0.51,114.67468,3,-0.11,-0.74,-10.04,-0.35,-1.1,-9.73,-15.375,-11.75,46.875,0.32725,-0.04691,-1.18137,218,-1.9375,173.3125,-0.06055,0.9436,-0.32538,0.00244,0,33.02519,916.42676,290,72.5,0,-0.67277,11.14022,-0.14844
776.03906,0,0,4.1175,12.55,-1.01,1.66,-0.1,113.20557,3,-1.07,0.19,-9.79,-0.01,-1.48,-9.68999,-10.875,-14.0625,46.875,0.18326,0.18435,-1.72024,204.0625,-0.0625,171.25,-0.07446,0.97516,-0.20807,0.01489,0,33.02519,916.60742,290,72.5,0,1.04148,10.41477,-0.34237
776.24829,0,0,4.11625,12.55,-0.8,1.24,0.4,111.1763,3,0.21,-0.11,-9.25,1.01,-1.36,-9.65,-3.375,-16.75,47.6875,-0.02509,0.02509,-3.81682,171,6.25,172.1875,-0.07166,0.99316,0.0777,0.04938,0,33.03008,916.79175,290,72.5,0,-0.67038,9.42118,-1.10373
776.46899,0,0,4.1175,12.54874,-1.54,0.34,1.27,109.27386,3,0.48,0.18,-8.32,2.04,-0.09,-9.59,7.375,-15.25,46.75,-0.03491,0.13744,-2.8318,129,12,179.375,-0.04846,0.89191,0.4397,0.09375,-2.5,33.01758,917.0083,310,75,30,0.826,8.61912,-1.94888
776.67944,0,0,4.11875,12.55,-1.78,-0.62,1.78,107.38199,3,0.22,0,-7.79,2,0.65,-9.57,13.75,-10.1875,47.5625,-0.01309,-0.07963,-1.27409,103.875,11.75,-176.0625,-0.03601,0.7796,0.61694,0.10138,0,33.01523,917.23999,830,205,0,-0.73981,8.19774,-0.84755
776.88892,0,0,4.08125,12.54874,-2.64,0.31,0.69,105.52185,3,-0.74,0.54,-8.92,1.89,0.23,-9.61,15.5,-7.875,46.75,0.35234,-0.00873,1.00247,105.1875,11.125,-178.875,-0.05164,0.79059,0.60449,0.08307,0,33.02519,917.46094,310,73.75,0,0.58897,9.3302,-0.94571
777.09814,0,0,4.1175,12.54874,-1.35,0.43,0.17,103.11209,3,0.04,0.13,-9.52,1.39,-0.3,-9.7,14.375,-8.25,48,-0.1069,-0.17781,1.78787,123.125,7.9375,178.125,-0.0473,0.87732,0.47455,0.05371,-1.25,33.02753,917.66431,310,73.75,0,-2.3535,9.98861,-0.90261
777.30762,0,0,4.1125,12.54874,0.58,-0.56,-0.8,100.99826,3,1.13,-1.26,-10.56,0.55,-0.7,-9.76,11.375,-13.875,45.875,0.06109,-0.11126,2.56018,146.75,3.0625,175.75,-0.04315,0.95728,0.28558,0.0152,0,33.02753,917.82764,330,81.25,10,-0.49799,11.7244,0.49799
778.41309,0,0,4.115,12.55,-1.26,-0.45,-0.27,94.36087,3,-0.12,-0.15,-10,1.14,0.29,-9.73,-4.6875,-23.6875,43.1875,-0.13744,-0.1189,-0.19635,176.9375,6.625,-178.125,0.01428,0.99786,0.02637,0.05823,0,32.85332,918.63159,320,78.75,0,-2.46603,8.29351,0.18675
778.6228,0,0,4.1175,12.54874,-0.15,-0.95,0.95,92.53241,3,0.67,-0.89,-8.82,0.83,0.05,-9.77,-4.375,-24,44.375,0.29562,-0.00654,0.9283,181.25,4.8125,-179.9375,0.00049,0.99902,-0.01099,0.04242,-1.25,32.94296,918.83276,310,75,10,-1.13964,7.60877,-1.29287
778.83203,0,0,4.065,12.54874,0.55,-0.52,0.5,90.87308,3,1.17,-1.36,-9.24,0.61,-0.84,-9.75,-8.375,-20.6875,44.375,-0.03491,-0.19199,2.23948,198.9375,3.375,174.9375,-0.03827,0.98492,-0.16473,0.03632,0,32.9828,919.04346,1040,252.5,0,-2.30322,9.06923,-0.04549
779.04126,0,0,4.1175,12.55,2.66,-0.7,-0.31,89.17145,3,2.55,-1.39,-10.09,-0.11,-0.68,-9.77999,-16.375,-16.1875,45.1875,0.17344,-0.11999,4.08952,236.25,-0.875,175.875,-0.03516,0.88123,-0.47125,0.00995,0,32.9953,919.18213,310,75,0,-2.90656,8.95192,-0.21787
779.25049,0,0,4.11625,12.54874,3.4,-1.91,-1.29,88.00885,3,2.18,-2.37,-10.96,-1.33,-0.29,-9.71,-20,3.5625,46,0.11563,-0.03272,6.03884,295.625,-7.8125,178.25,-0.06537,0.50647,-0.85944,-0.02502,0,33.00018,919.2959,320,73.75,0,1.33357,9.7444,1.95127
779.45996,0,0,4.11625,12.54874,-0.06,-2.47,-0.78,86.80399,3,-1.18,-2.3,-10.52,-1.12,0.18,-9.74,-1.875,20.875,44.375,0.20071,-0.12654,3.14486,351.5625,-6.5625,-178.875,-0.05664,0.07324,-0.99561,-0.01367,-1.25,32.99765,919.4646,310,73.75,10,0.55306,11.37246,1.97761
779.66943,0,0,4.11625,12.54874,-0.94,-0.41,-2.02,85.38773,3,-1.58,0.3,-11.77999,-0.6,0.7,-9.76,7.0625,19.5,44.75,0.10799,0.34797,0.17344,10.1875,-3.5,-175.8125,-0.03259,-0.08905,-0.99493,-0.03259,-1.25,32.99277,919.58838,330,80,10,1.91536,10.61828,0.5794
779.87866,0,0,4.1175,12.55,-0.34,-0.47,-0.66,84.2991,3,-1.24,-0.45,-10.42,-0.94,-0.01,-9.76,4.0625,20.5625,44.75,0.19853,-0.46469,-1.79005,358.0625,-5.5,179.875,-0.0506,0.02545,-0.99841,0.00122,0,32.99023,919.7605,290,72.5,0,0.5794,9.21289,-1.19949
780.08789,0,0,4.1175,12.55,0.19,0.39,0.29,82.90396,3,-0.89,-0.07,-9.43999,-1.04,-0.47,-9.73,-3.25,22.875,44.375,-0.2378,0.21162,-2.49691,331.4375,-6.125,177.1875,-0.05646,0.25769,-0.96454,0.01013,0,32.97539,919.91479,290,71.25,0,0.7015,8.97346,0.22027
780.29712,0,0,4.1175,12.54874,-0.09,0.09,0.34,81.01212,3,-0.48,-0.56,-9.42,-0.38,-0.66,-9.77,-14.875,16.5625,44.25,-0.03272,0.20071,-3.13177,298.1875,-2,176.0625,-0.03284,0.51282,-0.8576,0.0202,-1.25,32.95038,920.11084,290,72.5,10,0.12689,9.11712,-0.34955
780.50659,0,0,4.11625,12.54874,0.21,-1.2,-0.23,79.49014,3,0.51,-1.54,-10.02999,0.29,-0.33,-9.79,-25.25,6.5,42.75,-0.33052,0.00873,-2.63326,262.6875,1.75,178.25,-0.0011,0.75043,-0.66058,0.02148,-1.25,32.95781,920.28906,310,75,10,-1.56341,8.68616,-0.67995
780.71631,0,0,4.1125,12.54874,-0.45,-1.54,-0.22,78.02106,3,-0.23,-1.13,-10.01,0.21,0.4,-9.79,-23.6875,-9.5625,43,-0.33489,0.14726,-1.01884,243.0625,1.3125,-177.375,0.02527,0.85199,-0.52295,-0.00177,0,32.94043,920.42261,350,82.5,0,0.16759,10.92953,1.05584
780.92578,0,0,4.1175,12.55,-0.67,-1.18,-1.55,76.74219,3,-0.04,-0.44,-11.31,0.62,0.74,-9.75,-23.25,-15.5625,41.75,0.05563,0.06872,-0.81376,234.1875,3.625,-175.625,0.04822,0.88916,-0.45496,0.01105,-1.25,32.95781,920.57275,310,73.75,10,-0.76136,10.35013,-0.61292
781.13501,0,0,4.1175,12.54874,-1.13,-1.85,-0.05,75.26251,3,-0.62,-1.18,-9.68999,0.31,0.86,-9.76,-18.75,-18.5625,42.25,-0.22689,0.13308,-0.78976,223.6875,1.875,-174.75,0.04865,0.927,-0.37189,-0.00153,-1.25,32.96777,920.69678,310,73.75,10,-0.23463,10.6925,0.91219
781.34424,0,0,4.11875,12.54874,-0.1,-1.24,-1.16,73.97308,3,0.16,0.02,-10.45,0.32,1.49,-9.68,-17.5625,-22.5625,39.75,0.11236,-0.29998,0.40252,222.8125,1.75,-171.3125,0.07574,0.92822,-0.36407,-0.01324,-1.25,32.97772,920.87891,290,72.5,10,-1.71185,10.31661,-1.96085
781.55371,0,0,4.11875,12.55,0.35,-2.77,-0.5,72.48285,3,0.35,-1.89,-10.4,0.15,0.72,-9.77,-18.375,-17.5,42.1875,0.08399,0.07745,3.18413,241.8125,0.875,-175.75,0.03564,0.85742,-0.51331,-0.01215,-1.25,32.99023,921.01465,310,73.75,10,1.02472,10.01255,0.92177
781.76294,0,0,4.1175,12.54874,0.33,-1.81,-1.06,71.00317,3,1.29,-1.48,-10.82,0.96,0.32,-9.75,-28.0625,1.875,41.5,-0.0709,-0.26834,3.67501,287.375,5.5,-178.1875,0.04822,0.59131,-0.80481,0.0163,1.25,32.99023,921.17139,290,70,10,-1.44131,9.58159,2.24576
781.97241,0,0,4.115,12.55,-1.88,-1.08,0.1,70.00967,3,-1.37,-1.15,-9.68,0.5,-0.07,-9.79,-21.6875,15.375,45.0625,0.24871,0.14726,1.40935,315.8125,3,179.375,0.0224,0.37592,-0.92627,0.01477,0,32.97539,921.32202,330,81.25,0,0.55785,10.29028,0.30646
782.18164,0,0,4.11625,12.54874,-1.41,-0.74,-0.67,68.7731,3,-0.59,-1.05,-10.43,0.82,-0.3,-9.76,-18.5625,19.75,41.875,-0.18435,-0.03272,0.18653,322.8125,4.75,178.25,0.03485,0.31836,-0.94696,0.02734,-1.25,32.97539,921.42993,310,75,10,-0.65362,9.94551,0.27773
782.39111,0,0,4.1175,12.55,-1.32,-1.05,-0.54,67.62106,3,-0.85,-1.4,-10.33,0.47,-0.35,-9.77999,-17.75,20.5,41,0.00218,0.00436,0.29671,324.6875,2.75,177.875,0.0174,0.30273,-0.95258,0.02454,-1.25,32.96542,921.56616,310,73.75,10,-0.48842,9.60075,1.14203
783.50024,0,0,4.1175,12.55,-1,-0.19,0.1,60.29669,3,-0.79,-1.23,-9.62,0.28,-1.01,-9.74,0.1875,27.6875,41.5,-0.00982,0.07963,2.20239,15.875,1.5,174,0.02069,-0.13794,-0.98895,0.04974,1.25,32.80605,922.32837,310,68.75,10,-0.26097,10.34774,0.53391
783.70996,0,0,4.1175,12.55,-1.73,-0.43,-0.28,58.63734,3,-1.63,-0.95,-10.14,0.15,-0.66,-9.77999,10.1875,24.375,41.75,-0.35561,0.29125,1.22173,34.4375,0.875,176.0625,0.01849,-0.30237,-0.95258,0.02832,-1.25,32.89063,922.51611,290,71.25,0,1.6089,10.69729,2.09732
783.91943,0,0,4.1175,12.55,-1.88,-0.23,-0.23,57.64384,3,-1.53,-0.85,-10.01,0.34,-0.64,-9.77,12.0625,21.5,43,0.21162,-0.09272,-0.73304,36.1875,1.9375,176.1875,0.02673,-0.31061,-0.94983,0.0257,0,32.92558,922.62842,320,76.25,0,0.45729,10.12747,-0.09577
784.12866,0,0,4.115,12.54874,-1.82,-0.84,-0.74,56.55522,3,-1.02,-1.11,-10.52,0.79,-0.27,-9.77,6.875,23.25,43,-0.53669,0.27053,-1.62861,21.375,4.8125,178.75,0.04346,-0.18567,-0.98163,0.00275,-2.5,32.91815,922.76221,330,80,30,-0.28252,9.38287,1.12767
784.33789,0,0,4.11625,12.55,-1.08,-2,0.14,55.02271,3,-0.42,-1.31,-9.61,0.65,0.68,-9.76,-3.1875,20.375,45.0625,-0.01091,-0.07199,-2.05622,357.3125,3.6875,-175.875,0.0332,0.02307,-0.99854,-0.0351,0,32.91309,922.91333,310,73.75,0,-0.76375,9.77552,-0.48602
784.54712,0,0,4.11625,12.55,-0.41,-1.5,-0.33,54.08206,3,0.3,-0.67,-10.08,0.71,0.82,-9.74,-10.25,18.5,45.0625,0.06763,0.17017,-0.11563,341.8125,4.125,-175.4375,0.04236,0.15771,-0.98602,-0.03339,0,32.91562,923.03784,290,72.5,0,-0.27054,9.2057,-0.6608
784.75635,0,0,4.1175,12.54874,-0.62,-1.65,0.37,52.70807,3,-0.05,-1.29,-9.4,0.56,0.36,-9.77999,-9.875,18.0625,44.5625,-0.1909,-0.20399,1.57189,352.1875,3.1875,-177.75,0.02936,0.06769,-0.99713,-0.01715,-1.25,32.92303,923.20483,310,73.75,10,-0.74938,8.44674,1.37906
784.96558,0,0,4.1175,12.55,-0.96,-0.67,0.56,51.30238,3,-0.23,-0.46,-9.2,0.72,0.21,-9.77,-2.0625,19.1875,44.6875,0.38506,0.08727,1.9275,12.6875,4.1875,-178.6875,0.03625,-0.11993,-0.99207,-0.01257,1.25,32.92558,923.2771,310,73.75,10,0.40941,8.99022,-0.80206
785.1748,0,0,4.1175,12.54874,-0.63,-1.32,0.63,50.31946,3,-0.39,-2,-9.18,0.15,-0.66,-9.77999,9.875,22.6875,43.875,-0.20289,-0.3807,2.28202,36.1875,0.875,176.0625,0.01556,-0.32141,-0.94635,0.0293,0,32.933,923.4812,350,71.25,0,-0.6201,9.39006,3.08134
785.38428,0,0,4.115,12.54874,-0.23,-0.9,-0.3,48.23735,3,-0.45,-1.1,-10.09999,-0.23,-0.22,-9.8,20.6875,13.375,43.5,0.29671,-0.06327,1.51407,61,-1.375,178.6875,-0.00433,-0.51343,-0.85791,0.01746,-1.25,32.93788,923.6731,410,100,10,-0.05746,9.47385,-0.28252
785.59351,0,0,4.1175,12.55,-0.45,-1.11,-0.39,47.13817,3,-0.81,-1.78,-10.29,-0.42,-0.65,-9.77,23.5625,11.1875,44.25,-0.24435,0.0829,0.82685,73.0625,-2.4375,176.3125,0.00165,-0.59503,-0.8028,0.03839,0,32.94296,923.83838,310,75,0,-0.18914,9.39963,2.30801
785.80273,0,0,4.1175,12.55,-0.67,-0.99,0.66,45.5845,3,-1.33,-0.97,-9.11,-0.67,0.01,-9.77999,26.1875,6,43.5,-0.05563,-0.10036,-0.25853,76.5625,-3.9375,-179.875,-0.02783,-0.61798,-0.78534,0.02271,-1.25,32.9455,924.00024,290,70,10,0.02634,10.17535,1.35512
786.01196,0,0,4.11875,12.55,-0.41,-0.24,-0.88,44.15767,3,-0.66,-1.11,-10.65,-0.21,-0.92,-9.76,25,9,43.0625,0.53451,0.22362,-0.92612,68.125,-1.25,174.5625,0.01709,-0.55963,-0.82733,0.04523,1.25,32.94785,924.15991,290,72.5,10,0.75417,9.80425,-0.577
786.22144,0,0,4.1175,12.54874,-1.12,0.84,0.27,42.31865,3,-1.49,-0.36,-9.45,-0.37,-1.2,-9.72,20.875,15.6875,43.375,-0.2018,-0.14726,-1.40499,55.9375,-2.125,172.9375,0.01202,-0.46826,-0.88129,0.06274,1.25,32.93788,924.28735,310,75,10,0.6201,8.9591,0.93134
786.43091,0,0,4.11375,12.55,-1.14,0.49,-1.08,41.31459,3,-0.82,-0.6,-10.82,0.32,-1.09,-9.73,13.375,20.875,42.5625,0.09817,0.07636,-2.16203,33.1875,2,173.5,0.03326,-0.28552,-0.95654,0.04865,0,32.92558,924.42847,320,78.75,0,0.36631,9.40442,-0.15562
786.64014,0,0,4.1175,12.55,-1.27,0.4,-1.29,40.40564,3,-0.46,-0.19,-11.05,0.8,-0.6,-9.75,2.0625,24,43.875,-0.22689,0.05454,-2.25911,8,4.75,176.625,0.04382,-0.06976,-0.99628,0.02588,0,32.91054,924.55249,310,73.75,0,-0.07183,9.36851,-0.56743
786.84961,0,0,4.11625,12.54874,-1.27,-0.58,-0.38,38.778,3,-0.46,-1.03,-9.87,0.88,-0.39,-9.75,-8.375,23,43.375,0.04909,-0.03382,-1.25118,345.3125,5.125,177.6875,0.04224,0.1275,-0.9906,0.02527,-1.25,32.9082,924.75244,310,75,10,-0.05746,9.06923,-0.18196
787.05884,0,0,4.1175,12.55,-1.3,-0.2,-0.36,36.86501,3,-0.49,-0.38,-10.27,0.87,-0.12,-9.76,-12.5,19,43.875,-0.02291,0.03054,-0.32834,336.625,5.0625,179.25,0.04248,0.20184,-0.97839,0.01495,-1.25,32.91562,924.93237,310,71.25,10,-1.47483,9.17218,0.22266
787.26831,0,0,4.1175,12.54874,-1.35,-0.47,-0.1,35.55443,3,-0.38,-0.12,-9.82,0.82,0.22,-9.76,-12.5,19.375,45.0625,-0.10799,0.05454,0.57814,339.5,4.8125,-178.625,0.0437,0.17468,-0.98364,-0.00391,0,32.9205,925.11328,290,70,0,-0.08859,6.03818,-1.53468
787.47754,0,0,4.1175,12.54874,-1.1,-1.88,-3.08,33.60973,3,-0.65,-2.17,-12.88,0.45,-0.28,-9.79,-6.5,22,44.6875,-0.12217,-0.28034,2.2242,354.75,2.4375,178.3125,0.02075,0.04572,-0.9986,0.0155,0,32.92558,925.22827,290,72.5,0,0.25618,11.82735,2.46603
788.58716,0,0,4.11375,12.54874,1.32,-4.05,0.75,27.0146,3,1.3,-4.94,-9,-0.02,-0.89,-9.76,14.375,20.5625,42.1875,-0.15163,0.12435,-2.86125,31.625,0.0625,174.8125,0.01288,-0.27258,-0.96106,0.04315,0,32.75136,925.99219,330,80,0,-12.53364,9.37809,7.98945
788.79663,0,0,4.1175,12.55,6.88,-10.75,1.64,26.77151,3,8.66,-12.43999,-7.84,1.78,-1.68,-9.49,-2.5,27.375,41.875,1.2021,1.1421,-0.00327,6.4375,11.0625,169.1875,0.10205,-0.05597,-0.98938,0.08673,0,32.82343,926.03784,320,76.25,0,-9.15063,5.06373,8.7915
789.00586,0,0,4.1175,12.54874,2.99,-10.23,1.58,25.61948,3,4.64,-14.27,-7.19,1.65,-4.04,-8.77,-2.0625,35.25,32.875,-0.24871,-0.17453,0.80285,21.3125,9.375,155.3125,0.12177,-0.18036,-0.95697,0.19214,-1.25,32.8584,926.04736,310,73.75,10,-4.84826,19.03629,3.95761
789.21533,0,0,4.11875,12.55,0.48,-1.75,-8.54,25.67233,3,3.27,-4.62,-17.48999,2.78,-2.87,-8.95,-4.6875,34.1875,35.5625,0.05345,0.35997,-1.1781,8.3125,16.875,162.3125,0.15906,-0.07117,-0.9751,0.13715,-1.25,32.86581,926.13892,290,72.5,10,-4.27125,11.62864,0.84515
789.43945,0,0,4.115,12.54874,-2.95,2.7,-4.62,25.35526,3,0.01,-1.14,-13.13,2.97,-3.85,-8.51,-10,35.25,30.25,0.40252,-0.17453,0.89012,9,17.3125,155.25,0.17017,-0.07611,-0.9632,0.19379,-1.25,32.87323,926.16528,320,78.75,10,-1.17555,5.54497,0.15802
789.64893,0,0,4.1175,12.55,-1.68,4.36,5.09,23.62193,3,0.21,-0.62,-3.13,1.9,-4.98,-8.22,-1.6875,38.25,29.5,0.44288,0.21489,1.37336,22.3125,10.875,148.375,0.1488,-0.18591,-0.94006,0.2442,-1.25,32.88574,926.35059,320,76.25,10,-0.78769,0.54588,0.49799
789.85815,0,0,4.1175,12.54874,-1,4.39,0.85,26.85607,3,-0.47,-1.91,-6.63,0.53,-6.3,-7.49,8.6875,40.6875,26.5625,0.59232,0.20508,1.73551,41.875,2.5625,139.5625,0.14581,-0.33545,-0.87616,0.31396,1.25,32.89569,926.30835,310,73.75,10,3.58891,6.63433,4.77404
790.06738,0,0,4.12375,12.54874,-3.13,9.08,0.93,23.26257,3,-0.52,0.11,-0.29,2.87,-9.32,-0.93,2.25,45.6875,-11.75,-0.34143,-0.35997,-0.93702,244.0625,17.5,96,0.35602,-0.18481,-0.71814,0.56866,-1.25,32.90057,926.31909,290,71.25,10,-0.23703,0.42617,0.31603
790.27661,0,0,4.12375,12.5475,0,2.12,6.04,22.22681,3,11.71,-15.09999,9.65,4.41,-8.6,-1.64,-7.75,45.75,-9.0625,0.70577,0.41779,-0.72213,251.3125,26.75,100.8125,0.38208,-0.11035,-0.75079,0.52747,-1.25,32.89316,926.37842,290,71.25,10,-4.52504,-1.29766,3.63679
790.48608,0,0,4.12125,12.55,0.45,-0.67,-1.12,23.28371,3,5.25,-9.17,-1.95,4.72,-8.55,-0.82,-13.25,45.75,-13.0625,0.11345,0.01854,0.96866,255.125,28.75,95.4375,0.41272,-0.11072,-0.72772,0.5365,-1.25,32.89316,926.33643,290,70,10,-6.47392,0.77093,8.97346
790.69531,0,0,4.11875,12.55,-0.93,0.74,-0.03,23.5268,3,2.53,-8.39,-0.82,3.44,-9.14,-0.79,-5.5,48.0625,-12.6875,-0.00654,0.00436,0.25853,245.0625,20.5625,94.875,0.36469,-0.15155,-0.71924,0.57159,-1.25,32.88574,926.32373,320,78.75,10,-6.57448,0.75417,7.73806
790.90454,0,0,4.12125,12.55,-0.05,0.25,-0.02,23.78046,3,3.65,-8.79,-0.81,3.71,-9.04,-0.79,-5.0625,46.5625,-14.1875,0,-0.00654,-0.08945,245,22.25,95,0.3645,-0.12976,-0.72351,0.57166,-1.25,32.89063,926.32764,310,73.75,10,-6.0262,0.84755,7.99184
791.11377,0,0,4.12,12.55,-0.3,0.25,-0.03,23.54794,3,3.3,-8.82,-0.82,3.61,-9.08,-0.79,-6.5625,46.5625,-12.1875,-0.00109,-0.00218,-0.02291,242.9375,21.5625,95,0.354,-0.12518,-0.72449,0.57806,0,32.89824,926.33618,310,73.75,10,-6.23211,0.83558,7.8865
791.32349,0,0,4.12,12.54874,-0.22,0.15,-0.05,23.33656,3,3.39,-8.92,-0.85,3.61,-9.07,-0.79,-5.75,47.6875,-11.375,-0.00109,0,0.02291,242.4375,21.625,95,0.35156,-0.1217,-0.72516,0.57941,-1.25,32.90565,926.35181,860,211.25,10,-6.12915,0.7446,7.87932
791.53296,0,0,4.12125,12.54874,-0.21,0.19,0,23.59022,3,3.39,-8.88,-0.8,3.61,-9.08,-0.8,-5.0625,46.1875,-11.75,0,0.00218,0.00654,241.625,21.5625,95,0.34729,-0.11707,-0.72607,0.58185,-1.25,32.9082,926.33813,310,75,10,-6.17704,0.75417,7.78594
791.74219,0,0,4.1225,12.54874,-0.19,0.21,0,23.41055,3,3.42,-8.88,-0.8,3.6,-9.08,-0.8,-5.0625,46.5625,-13.75,0,-0.00218,0.00436,240.8125,21.5,95,0.34308,-0.11249,-0.72687,0.58423,-1.25,32.9082,926.3396,330,81.25,10,-6.1938,0.77572,7.85059
791.95166,0,0,4.12,12.54874,-0.08,-0.02,-0.02,23.45282,3,3.51,-9.1,-0.83,3.59,-9.08,-0.8,-5.75,46.1875,-13,0,0.00218,0.00218,239.9375,21.5,95.0625,0.33868,-0.1076,-0.72766,0.58673,-2.5,32.91054,926.34204,320,76.25,0,-6.11,0.78051,7.84819
