Time [s],Primary Continuity,Backup Continuity,Low Voltage [V],High Voltage [V],Linear Acceleration X [m/s^2],Linear Acceleration Y [m/s^2],Linear Acceleration Z [m/s^2],Altitude [m],Flight State,Accleration X [m/s^2],Accleration Y [m/s^2],Accleration Z [m/s^2],Gravity Acceleration X [m/s^2],Gravity Acceleration Y [m/s^2],Gravity Acceleration Z [m/s^2],Magnetic Field Strength X [uT],Magnetic Field Strength Y [uT],Magnetic Field Strength Z [uT],Gyro 1,Gyro 2,Gyro 3,Euler Angles 1,Euler Angles 2,Euler Angles 3,Quaternion 1,Quaternion 2,Quaternion 3,Quaternion 4,High Current [A],Temperature,Pressure [hPa],Low Power [W],Low Current [A],High Power [W],Drill imu 1,Drill imu 2,Drill imu 3
751.10449,0,0,4.1275,12.55,0.64,-1.2,-2.81,380.54028,3,-0.11,1.22,-12.27999,-0.76,2.42,-9.47,-9.875,-26.5625,40.75,-0.23998,-0.1789,2.24057,227.9375,-4.25,-165.375,-0.10065,-0.90558,0.40302,0.08588,-1.25,33.26405,888.09814,310,75,10,-1.77171,9.74679,-0.17957
751.31372,0,0,4.1275,12.54874,-0.32,-1.22,-0.47,371.41907,3,-0.26,0.07,-10.18999,0.06,1.29,-9.72,-20.375,-16.75,42.25,1.38535,0.04691,2.522,256.1875,0.5625,-173.125,-0.04999,-0.78528,0.61621,0.03271,0,33.2666,889.10498,310,75,0,-0.34237,10.37407,-0.77572
752.42749,0,0,4.12625,12.55,0.39,-0.08,0.32,339.9126,3,2.04,-1.02,-9.29,1.65,-0.93,-9.62,9.0625,-11.5,49.1875,0.22144,-0.31307,5.00037,146.1875,9.1875,173.8125,-0.0741,0.95245,0.289,0.06177,1.25,33.10234,892.38965,310,76.25,10,0.65362,7.45315,-0.82839
752.63672,0,0,4.12625,12.54874,0.57,1.43,2.87,327.07117,3,0.62,-0.04,-6.81,0.05,-1.48,-9.68999,-0.5625,-14.5,47.5625,-0.35234,0.45488,5.48797,207.8125,0.0625,171.4375,-0.07184,0.9679,-0.24005,0.01886,1.25,33.1994,893.27686,320,76.25,10,1.01993,0.30406,-0.11253
752.84619,0,0,4.12,12.54874,1.35,0.48,8.7,324.98914,3,2.25,1.68,-0.9,-0.51,-1.34,-9.68999,-19.6875,1.0625,46.875,0.39161,0.36761,5.61996,270.25,-3,172.0625,-0.06848,0.68372,-0.72583,0.03094,-1.25,33.2291,893.95605,330,81.25,10,0.59616,0.98162,-0.26576
753.05542,0,0,4.11875,12.54874,2.18,0.5,6.48,318.3728,3,0.7,-0.96,-2.99,-1.89,-1.32,-9.52999,-8.375,23.25,45.5625,0.71886,-0.12872,5.56651,339,-11.625,172.25,-0.11194,0.18048,-0.97607,0.04645,-1.25,33.23671,894.58374,320,76.25,10,2.57377,0.50278,-1.4054
753.26489,0,0,4.12,12.54874,-13.31,-4.94,9.62,316.91431,3,-3.34,-2.34,-11.79,-3.62,1.12,-9.04,23.5,20.375,41.375,-0.35016,-0.8094,5.7934,44.875,-21.5,-171.5625,-0.19946,-0.37433,-0.90558,0.00726,0,33.25156,895.14063,310,75,0,-2.36308,11.06121,-0.33758
753.47412,0,0,4.11625,12.54874,12.72,-13.52,3.25,327.85327,3,16.55,-18.77999,-4.08,3.84,-5.73,-6.96,10,14.1875,47,5.01782,2.90706,3.62483,88.1875,23.0625,140.5,0.3938,-0.64716,-0.64618,0.09302,-1.25,33.24159,892.40649,290,72.5,10,-13.55357,0.13647,12.24155
753.68335,0,0,4.1175,12.55,2.31,-7.5,1.03,325.06311,3,2.99,-17.16,-0.52,0.52,-9.66,-1.55,11.25,40.0625,22.875,0.05127,-0.34907,1.63079,305.9375,3,99.125,0.57776,-0.65857,-0.38184,0.29449,-1.25,33.23906,894.59619,290,71.25,10,-0.13647,0.24421,12.40915
753.89258,0,0,4.11625,12.54874,-1.91,-3.83,3.51,301.70532,3,-5.24,-12.57999,0.59,-3.32,-8.75,-2.91,26.875,34.6875,19.6875,-2.10421,0.82467,3.93463,278.0625,-21.6875,110,0.44092,-0.77246,-0.25006,0.38251,-1.25,33.23906,897.39844,290,72.5,10,11.88002,24.50225,9.30626
754.10205,0,0,4.11375,12.55,1.31,-5.58,4.56,286.729,3,-4.86,-7.86,-2.7,-6.18,-2.28,-7.26,36.25,-3.75,37.5625,-0.6905,4.98728,5.20653,199.625,-37.1875,165.6875,0.15771,-0.92743,0.16083,0.29858,0,33.24414,897.89502,320,76.25,0,-3.12683,19.64921,-0.86909
754.31152,0,0,4.11875,12.55125,12.97,-8.26,-3.71,292.43628,3,16.68999,-11.7,-12.09999,3.71,-3.44,-8.39,-36.1875,-1.5,35,0.96429,1.17155,5.14981,263.6875,21.75,155.9375,0.01788,-0.71613,0.64136,-0.27478,-1.25,33.23163,898.23315,310,75,10,0.3304,32.79337,2.05422
754.521,0,0,4.11875,12.55,-4.36,12.27,-15.82,276.42407,3,-4.76,13.89999,-25.47999,-0.39,1.63,-9.66,-21.875,17.1875,43.0625,-5.47488,0.17235,3.63138,312.0625,-1.8125,-167.25,-0.03015,-0.40344,0.90814,0.10754,-1.25,33.23163,899.0647,310,75,10,-0.30167,15.95735,-2.85389
754.73022,0,0,4.12,12.55,3.3,4,-8.9,270.64282,3,4.76,6.06,-20.14999,1.9,1.57,-9.49,-20,2.25,46,3.04014,-1.06465,2.42601,342.6875,10.625,-172.625,-0.10168,-0.14954,0.9823,0.0484,1.25,33.22168,899.63086,310,73.75,10,1.51074,30.27467,1.97282
754.93945,0,0,4.12125,12.54874,-12.59999,-8.02,-15.71,268.00049,3,-14.48,-6.95,-21.44999,-2.34,-1.53,-9.39,2.6875,28.5625,39.5,-1.32972,-0.18435,2.46855,6.4375,-13.8125,170.6875,0.11652,0.06689,0.98792,-0.07727,-2.5,33.22168,899.93091,290,72.5,30,0.09816,43.75641,-1.67355
755.14893,0,0,4.12125,12.55,19.48,-0.47,-29.86999,264.96716,3,22.41999,-0.16,-39.21999,3.09,0.18,-9.3,-3.0625,16.6875,45.875,0.97084,1.6897,1.1181,24.875,18.375,-178.8125,-0.15393,0.21289,0.96387,0.04401,0,33.22168,900.19336,290,72.5,0,3.73495,8.73644,0.80924
755.35815,0,0,4.11625,12.54874,-4.52,-2,2.02,263.50867,3,-6.17,-2.67,-7.62,-1.64,-0.67,-9.64,13.25,20.75,42.25,-0.31743,-2.94306,0.47233,30.875,-11.3125,176.1875,0.08649,0.26526,0.95856,-0.05762,-1.25,33.20683,900.31201,330,80,10,1.19949,4.33111,0.31364
755.56763,0,0,4.11875,12.55,0.43,-2.56,8.66,262.7688,3,-2.53,-2.34,-0.67,-2.86,0.27,-9.37,27.1875,17.5,38.6875,-0.55741,1.12792,-0.07418,31.625,-17,-178.3125,0.14142,0.26923,0.95239,-0.02271,1.25,33.1994,900.42773,290,71.25,10,0.21308,3.04782,0.07183
755.77686,0,0,4.11875,12.54874,-1.28,-3.36,4.56,261.93384,3,1.76,-0.32,-4.24,3.05,3.04,-8.8,5.75,8.5,49.25,-1.79333,3.64883,0.32507,31.1875,20.0625,-159.6875,-0.12555,0.26099,0.93402,0.20905,-1.25,33.20937,900.53857,290,71.25,10,-2.37026,9.23204,-2.00873
755.98608,0,0,4.12,12.54874,3.19,-0.24,4.5,259.62976,3,6.17,1.8,-4.61,2.98,2.05,-9.11,-11.0625,2.875,48.5,1.75187,-3.74809,0.30107,35.125,15.6875,-168.4375,-0.10138,0.29779,0.93964,0.1347,-1.25,33.21172,900.71558,290,75,0,1.85551,15.49527,0.61052
756.19531,0,0,4.12125,12.54874,-5.01,-4.15,2.41,258.48828,3,-8.36,-2.91,-6.72,-3.34,1.24,-9.13,23.375,13.75,41.0625,-1.13555,-1.34718,0.38943,39.5,-20.5,-171.4375,0.19208,0.33179,0.92358,0.00616,-1.25,33.21933,900.80176,310,75,30,0.27054,4.81713,-0.31125
756.40479,0,0,4.12125,12.55,2.22,-4.12,8.37,257.146,3,-0.61,0.32,-0.05,-2.44,4.02,-8.6,28.5625,-0.0625,41.5625,-1.43444,1.44208,0.1429,38.4375,-14.375,-154.875,0.18677,0.31744,0.91467,0.16638,-1.25,33.22675,900.91284,320,80,30,-0.77093,5.52821,-0.38307
757.51563,0,0,4.1175,12.54874,0.62,3.14,-1.75,251.15338,3,-1.41,6.77,-10.63,-1.93,3.71,-8.86,0.75,0.75,49.6875,-1.33627,2.01695,-1.76278,320.1875,-11.3125,-157.25,0.02026,-0.3418,0.91376,0.21863,0,33.05254,901.72388,330,81.25,0,-2.52828,6.82108,-2.67911
757.72534,0,0,4.11875,12.54874,8.23,1.14,2.59,248.71191,3,4.86,3.33,-6.36,-1.99,3.01,-9.11,-10.75,-6,48,1.31009,-1.26209,-0.45269,305.125,-12.4375,-162.4375,0.02899,-0.45245,0.87225,0.18335,0,33.14453,901.95264,310,73.75,0,1.38624,15.03558,-0.35913
757.93457,0,0,4.12125,12.54874,-3.13,-7.78,-3.79,246.53473,3,-6.97,-8.07,-12.81,-3.82,-0.39,-9.02,2.5625,9.6875,48.875,1.71588,0.19308,1.41044,319.1875,-22.9375,177.5,0.1944,-0.33337,0.92145,0.04425,-1.25,33.17949,902.17236,290,72.5,10,1.60651,7.75003,0.57461
758.14404,0,0,4.11875,12.55,-1.31,-2.21,3,244.39972,3,-3.45,-2.61,-6.55,-1.98,-0.35,-9.59,4.5,21,46.875,-0.07854,1.73551,2.10857,341.875,-11.6875,177.875,0.10352,-0.15625,0.9823,-0.00171,-1.25,33.19687,902.37012,290,72.5,10,0.28252,11.86087,-1.36469
758.35327,0,0,4.06,12.54874,3.76,-1.66,-2.39,243.88184,3,5.3,-1.44,-12.07,1.53,0.22,-9.68,-1.0625,19.875,45.875,-0.35452,1.08974,3.10996,14.6875,9.625,-178.75,-0.08191,0.12762,0.98822,0.0213,1.25,33.19179,902.41187,630,152.5,10,-0.66559,6.84741,-1.41018
758.5625,0,0,4.11625,12.54874,3.44,-0.35,0.26,242.32819,3,4.91,-0.11,-9.42,1.47,0.23,-9.68999,6.5625,15.5,47.0625,-1.02211,-1.0701,3.26486,52.5,8,-178.25,-0.05634,0.44128,0.89447,0.04437,1.25,33.1994,902.59961,330,80,10,-0.51954,12.74194,-1.53468
758.77173,0,0,4.1175,12.5475,0.92,2.74,-0.43,240.66882,3,0.37,4.72,-10.02,-0.55,1.98,-9.58,24.5625,-3.0625,44.25,-0.39597,-1.29045,3.51466,93.625,-3.5,-167.9375,0.09753,0.72491,0.68011,0.04907,1.25,33.19434,902.86523,310,73.75,10,0.09577,9.24401,-1.15879
758.9812,0,0,4.12,12.54874,0.13,0.37,0.59,238.01599,3,-1.05,2.18,-8.97,-1.18,1.81,-9.56,23.6875,-20.375,39.75,1.06574,-1.04174,3.54411,136.5,-7.125,-169.5625,0.10687,0.92334,0.36792,-0.02496,1.25,33.20683,903.00244,310,72.5,0,0.85473,10.66616,-0.35195
759.19043,0,0,4.12125,12.54874,-2.4,-1.36,-1.21,237.0965,3,-4.25,-0.94,-10.84,-1.76,0.61,-9.62,16.375,-25.25,40.375,1.13883,-0.19417,3.5332,179.25,-10.3125,-176.5625,0.02997,0.99548,0.0061,-0.08984,0,33.20428,903.18921,290,72.5,0,1.02232,9.38048,-0.03831
759.39966,0,0,4.12125,12.55,-1.61,-2.71,-0.04,235.17291,3,-1.64,-3.03,-9.89,-0.43,-0.29,-9.79,-2.6875,-20,46,0.74286,1.13665,3.75137,220.3125,-2.5625,178.25,-0.02295,0.93195,-0.36176,-0.0097,1.25,33.20683,903.38354,310,73.75,10,0.60094,10.11071,-0.06225
759.60889,0,0,4.11875,12.55,0.66,-2.59,-0.74,233.99976,3,1.72,-3.82,-10.41,1.09,-1.25,-9.66,-26.375,0.5,43.5625,-0.23889,0.89994,4.08625,266.625,6.375,172.625,-0.008,0.72498,-0.68353,0.08478,0,33.21172,903.48096,290,72.5,0,0.25618,9.35175,-0.66319
759.8186,0,0,4.11875,12.54874,1.35,-0.06,0.17,232.17133,3,2.81,-1,-9.47,1.45,-0.93,-9.65,-24.375,17.1875,40.6875,-0.99811,0.55741,4.25097,316.5625,8.625,174.625,0.05286,0.36823,-0.92554,0.07092,1.25,33.20937,903.64404,320,78.75,10,-0.0838,8.73883,-0.96486
760.02783,0,0,4.12,12.54874,2.94,0.72,-0.1,231.27295,3,4.31,0.34,-9.8,1.37,-0.37,-9.7,-11.6875,23.1875,42.875,-0.86939,-0.30543,4.16261,6.5625,7.75,177.875,0.06897,-0.0575,-0.99585,0.01398,-1.25,33.21933,903.77222,310,73.75,10,0.02394,11.62145,-1.26893
760.23706,0,0,4.12,12.54874,1.52,1.02,-1.07,230.51196,3,1.37,2.12,-10.82,-0.14,1.09,-9.74,12,14.6875,47.375,-1.1061,-1.05156,3.9019,54.25,-1.125,-172.875,-0.03735,-0.45532,-0.88812,-0.05029,0,33.22168,903.90625,290,72.5,0,0.28252,8.88488,-1.08457
760.44629,0,0,4.12125,12.55,-0.09,0.31,0.52,228.38757,3,-0.14,2.82,-8.93999,-0.05,2.51,-9.47,23.1875,-7,44.5,0.06654,-0.38943,3.42412,97.5,0,-165.125,-0.09723,-0.74585,-0.6535,-0.08496,1.25,33.2168,904.08838,320,76.25,10,0.30406,10.27352,-0.80445
760.65552,0,0,4.12125,12.55,-2.8,-0.42,-1.57,227.55261,3,-2.08,0.62,-11.29,0.72,1.05,-9.72,18.25,-17.0625,43.25,1.00029,-0.11999,3.05324,134.875,4.3125,-174.5,-0.02954,-0.92175,-0.38287,-0.05341,1.25,33.22168,904.13672,310,75,10,0.28491,9.16021,0.02394
760.86475,0,0,4.12,12.55,-3.33,-1.6,0.85,226.69653,3,-1.9,-3.07,-8.57,1.34,-1.31,-9.62,2.375,-15.1875,47.25,0.59887,0.83449,2.7598,166.25,7.8125,172.1875,0.0788,-0.98932,-0.10535,-0.06311,0,33.21933,904.30054,320,76.25,0,0.08619,9.61511,0.85234
761.07422,0,0,4.12,12.55,-1.36,-0.36,-0.73,226.29486,3,1.07,-2.91,-9.88,2.49,-2.59,-9.12,-14,-8.0625,46.5625,-0.22144,1.27518,2.66272,199.125,14.6875,164.0625,0.11108,-0.9657,0.17688,-0.15417,0,33.2168,904.35449,320,78.75,0,0.15323,8.90643,0.95768
761.28345,0,0,4.12125,12.55,-0.58,1.54,-0.53,224.42413,3,1.84,-1.72,-9.45,2.37,-3.28,-8.92,-26.375,-0.375,42.5,-0.47451,0.23235,2.49037,231.3125,14,159.75,0.10071,-0.87585,0.43433,-0.18457,0,33.19687,904.6189,310,73.75,0,0.52194,10.50575,0.34955
761.49268,0,0,4.12125,12.54874,-1.63,3.73,-0.39,221.24286,3,-0.95,0.63,-9.66,0.59,-3.08,-9.29,-25.25,7.0625,43,-0.40033,-0.23344,2.17184,258.8125,3.4375,161.625,0.10419,-0.75598,0.6347,-0.1217,-1.25,33.19179,904.88672,310,73.75,10,0.46687,10.35971,0.34955
762.60815,0,0,4.12125,12.54874,-1.81,3.39,-2.59,213.10468,3,-1.24,-0.87,-11.54,0.58,-4.19,-8.84,-10.75,34.875,34.25,0.58687,-0.05454,0.49306,342.4375,3.375,154.625,0.00452,-0.14679,0.9635,-0.22382,-1.25,33.03496,905.68091,290,72.5,10,0.71826,9.02853,0.71587
762.81763,0,0,4.12,12.54874,-3.21,2.71,-0.04,212.56561,3,-2.58,-2.03,-8.6,0.66,-4.74,-8.55,-7.375,37.875,30.0625,-0.06763,0.66104,0.35888,347.6875,3.875,151,-0.00824,-0.10352,0.9621,-0.25214,-1.25,33.12225,905.83081,310,73.75,10,0.35913,8.78911,0.60813
763.0271,0,0,4.11875,12.55,-2.13,3.1,-0.81,210.72662,3,-0.21,-1.11,-9.45,1.92,-4.22,-8.64,-9.6875,37.0625,29.6875,-0.52251,0.92393,0.24762,353.9375,11.6875,154.1875,-0.09277,-0.05084,0.96863,-0.22498,0,33.15703,905.96094,320,78.75,0,-0.3735,8.71489,0.44772
763.23633,0,0,4.12125,12.54874,-1.71,2.72,-0.07,209.49005,3,0.92,-0.66,-8.89,2.63,-3.34,-8.83,-11.875,34.5,30.875,-0.49196,-0.03272,0.17017,358.25,15.5625,159.25,-0.13483,-0.01337,0.97528,-0.17468,-1.25,33.17188,906.14917,310,73.75,10,-0.2083,8.75799,0.25857
763.4458,0,0,4.11875,12.54874,-2.27,1.61,0.82,208.08435,3,-0.75,-0.49,-8.62,1.51,-2.1,-9.45,-9.6875,33,35.75,-0.28034,-0.47015,0.01527,359.125,8.625,167.5625,-0.07513,-0.00714,0.99133,-0.1076,0,33.18945,906.29028,290,72.5,0,0.07422,9.74679,0.5387
763.65527,0,0,4.11875,12.54874,-2.07,-0.3,-0.68,206.36157,3,-1.11,-1.74,-10.33,0.96,-1.43,-9.65,-6.25,30.6875,37.5,-0.53451,-0.07963,-0.09817,357.4375,5.5625,171.8125,-0.04749,-0.02191,0.99603,-0.07196,0,33.19179,906.4978,290,76.25,0,-0.0407,11.72919,0.22027
763.87891,0,0,4.1175,12.55,-0.99,-0.08,-2.47,203.93066,3,-0.12,-0.13,-12.24,0.86,-0.05,-9.76,-6.6875,24.375,42.6875,-0.61087,-0.14726,-0.23017,354.9375,4.9375,-179.9375,-0.0434,-0.04395,0.99811,-0.00159,-1.25,33.19434,906.73462,320,78.75,10,0.05986,10.68532,0.17717
764.08838,0,0,4.06125,12.54874,-0.5,-1.24,0.08,202.53558,3,-0.38,-0.27,-9.66,0.06,1,-9.75,-5.875,19.875,45.5625,-0.40143,-0.53451,-0.36106,351.3125,0.375,-174.0625,-0.0047,-0.0769,0.99561,0.05322,-1.25,33.19687,906.91406,310,143.75,10,0.01437,10.70926,-0.04549
764.29761,0,0,4.12,12.54874,0.53,-1.09,-1.45,200.89734,3,-0.53,0.29,-11.09,-1.07,1.39,-9.64,-2.25,17.1875,47.5625,-0.02727,-0.5825,-0.50833,346.4375,-6.625,-171.75,0.04913,-0.11755,0.98883,0.07739,-1.25,33.20428,907.0686,310,73.75,10,0.17238,11.24317,0.08619
764.50684,0,0,4.12,12.54874,0.55,-1.68,-1.34,199.59735,3,-1.48,-1.01,-10.91,-2.04,0.66,-9.56,-0.375,16.875,45.875,0.24435,-0.33489,-0.60541,339.8125,-12.1875,-176.1875,0.09918,-0.17389,0.97845,0.05066,-1.25,33.20428,907.21167,310,75,0,0.06943,10.3621,0.2466
764.71631,0,0,4.11875,12.55,2.1,-1.85,-1.19,197.95917,3,-0.29,-1.55,-10.7,-2.4,0.29,-9.5,1.5,18.375,45.875,-0.25525,-0.16253,-0.56941,332.375,-14.25,-178.125,0.11688,-0.23676,0.96344,0.04504,-1.25,33.20428,907.39063,320,76.25,10,-0.06225,8.96628,0.06704
764.92578,0,0,4.12125,12.55,2.57,-0.98,0.01,196.44775,3,-0.46,-0.11,-9.37,-3.01,0.79,-9.29,2.1875,15.375,48.375,-0.49524,-0.46251,-0.5476,325.5625,-17.875,-175.0625,0.13855,-0.29437,0.94153,0.08795,-1.25,33.20683,907.56152,990,238.75,10,0.16999,9.31823,-0.13886
765.13501,0,0,4.1175,12.55,1.98,-0.49,-0.35,194.77783,3,-1.78,0.41,-9.54,-3.69,0.85,-9.04,4.5,11.6875,47.875,-0.01745,-0.24435,-0.68177,317.625,-22.25,-174.75,0.16473,-0.35406,0.914,0.10999,-1.25,33.20683,907.73828,330,80,10,0.30167,8.87051,0
765.34448,0,0,4.12125,12.5475,2.46,-0.56,-0.29,193.43555,3,-0.95,-0.64,-9.43,-3.62,0.08,-9.11,2.5625,12.375,48.75,0.11454,0.25744,-0.75704,309.375,-21.5,-179.625,0.1676,-0.41986,0.88818,0.08228,0,33.20937,907.88281,310,73.75,10,0.02394,9.56004,0.08859
765.55371,0,0,4.12125,12.55,2.1,-0.3,-1.04,191.89246,3,-0.34,-0.73,-10.67,-2.45,-0.49,-9.48,-1.5,13.1875,47.0625,-0.12654,0.26725,-0.73304,300.625,-14.3125,176.9375,0.12097,-0.49115,0.86176,0.03949,-1.25,33.21172,908.06714,290,71.25,10,0.09098,11.74116,-0.05507
765.76294,0,0,4.12,12.55,1.01,0.31,-2.12,190.02173,3,-0.86,-0.17,-11.74,-1.82,-0.47,-9.62,-5.1875,11.6875,47.875,-0.13854,0.20617,-0.74286,293.0625,-10.6875,177.125,0.09149,-0.54889,0.83032,0.03137,-2.5,33.21933,908.18799,290,71.25,30,0.21308,10.66138,-0.13168
765.97217,0,0,4.12,12.55,0.23,0.77,-1.01,189.02826,3,-0.86,0.19,-10.74,-1.1,-0.58,-9.72,-9.6875,9.0625,48.375,0.1789,0.34579,-0.7974,284.9375,-6.1875,176.4375,0.06171,-0.60791,0.79156,0.00873,-1.25,33.2168,908.37305,320,76.25,10,0.14605,9.81862,0.01915
766.18164,0,0,4.11875,12.54874,-0.43,0.33,-1.03,187.5697,3,-0.57,-0.76,-10.77999,-0.14,-1.09,-9.74,-16.75,11.25,45.5,0.20835,0.47342,-0.78649,277.5,-0.5,173.4375,0.04108,-0.65802,0.75079,-0.03998,-1.25,33.21933,908.49585,320,78.75,10,-0.00239,9.44033,0.16041
766.39087,0,0,4.12125,12.54874,-0.94,0.88,-0.46,186.30145,3,-0.04,-0.44,-10.13,0.89,-1.32,-9.67,-22.25,9.5,45.1875,0.1189,0.31852,-0.70359,270.875,5.4375,172.125,0.01367,-0.69897,0.71033,-0.08215,0,33.22168,908.62427,310,73.75,0,-0.1221,9.96227,0.03352
766.6001,0,0,4.11875,12.55,-1.97,0.45,0.06,184.86401,3,-0.6,-0.84,-9.55,1.36,-1.3,-9.62,-24.5625,7.1875,43.5,0.05454,0.1789,-0.57487,264.9375,8.125,172.25,0.00104,-0.73401,0.67212,-0.09772,1.25,33.22421,908.73657,290,71.25,10,-0.34476,9.25119,0.00718
767.71313,0,0,4.12125,12.54874,-1.1,-0.3,-0.26,176.86322,3,-0.16,-0.38,-10.02999,0.93,-0.08,-9.76,-29.5,1.1875,41.5,-0.16144,-0.34688,0.35888,268.5,5.25,179.5,-0.0293,-0.71521,0.69739,-0.03552,0,33.05995,909.57056,310,75,0,-0.42377,8.79869,0.23942
767.92285,0,0,4.12125,12.55,-0.73,-1.07,0.08,175.36243,3,-0.37,-1.02,-9.71,0.35,0.04,-9.8,-26.75,0.75,43.5,-0.18871,-0.08508,0.48869,273.5625,2.0625,-179.6875,-0.01514,-0.68262,0.73053,-0.00977,-1.25,33.1496,909.83936,320,76.25,30,-0.24181,11.49935,0.39265
768.13208,0,0,4.12,12.54874,0.26,-0.72,-1.54,173.60797,3,0.26,-0.5,-11.25,0.02,0.37,-9.79,-25.6875,2,44.375,-0.21708,-0.3567,0.65123,280.375,0.125,-177.75,-0.01276,-0.63757,0.77014,0.01575,-1.25,33.1869,909.99951,310,75,10,-0.33279,10.10592,0.13168
768.34131,0,0,4.11875,12.54874,0.38,-1.55,-1.12,172.41364,3,-0.29,-0.88,-10.88,-0.71,0.68,-9.75,-21.1875,3.75,45.1875,-0.1309,-0.40361,0.82358,289,-4.1875,-175.9375,0.01062,-0.57654,0.81537,0.05145,-1.25,33.20175,910.13867,320,78.75,10,-0.1245,11.72919,0.03591
768.7959,0,0,4.11375,12.54874,1.72,-2.02,0.77,166.00879,3,0.33,-0.21,-8.76,-1.38,1.8,-9.52999,-13.5625,6.75,48,-0.43524,0.06218,0.80176,311.25,-8,-168.9375,0.02466,-0.40967,0.90448,0.11603,0,33.10468,910.77954,1050,256.25,0,5.47314,19.74258,3.41652
769.01563,0,0,4.11625,12.55,0.35,-0.86,-5.15,165.49091,3,-1.64,0.98,-14.57999,-1.99,1.84,-9.42,-11.375,7.5625,47.6875,0.98829,-1.12574,0.80176,319.5625,-12.25,-169.3125,0.06915,-0.34192,0.92908,0.12286,0,33.15956,910.9314,310,75,0,-9.05487,6.93839,-4.54898
769.2251,0,0,4.11625,12.55,2.29,-4.98,2.94,163.89496,3,-1.87,-2.25,-9.74,-1.91,1.85,-9.43,-2.375,12.0625,49.25,-0.20726,0.98938,2.22529,336.25,-11.25,-168.875,0.06995,-0.19476,0.97162,0.11462,-1.25,33.17441,911.12402,310,75,0,18.18874,-11.59033,0.58419
769.43433,0,0,4.11625,12.54874,-5.45,4.65,20.03999,163.06,3,-4.71,7.97,10.84999,0.52,3.38,-9.18,-8.25,8.6875,47.1875,-0.63268,-2.02676,-1.26864,355.4375,3,-159.75,-0.03394,-0.03882,0.98334,0.17426,0,33.1869,911.19263,310,73.75,0,-1.49638,13.56794,-8.26957
769.64355,0,0,4.11375,12.54874,1.29,-2.63,1.16,160.88275,3,-1.62,-3,-8.19,-2.8,-0.35,-9.38,3.25,19.875,45.1875,-0.52033,1.12465,-1.16392,325.8125,-16.625,177.8125,0.13751,-0.2962,0.94482,0.026,-1.25,33.17949,911.39795,330,80,10,1.70467,14.35084,-0.6608
769.85303,0,0,4.115,12.54874,0.78,-2.05,-0.12,159.03314,3,-0.24,0.93,-9.4,-1.03,3.18,-9.21,-9.875,7.875,48.5,-2.2242,0.28471,-0.88794,315.25,-6,-160.9375,-0.01697,-0.37903,0.90723,0.18164,-1.25,33.18182,911.63159,310,75,10,-1.32399,11.8082,2.88741
770.06226,0,0,4.1175,12.55,0.35,-0.06,0.21,157.53235,3,-2.59,0.7,-9.1,-2.88,0.36,-9.36,-9,-3.75,49.5625,3.07614,1.05047,-4.44077,282.375,-17.0625,-177.75,0.11072,-0.63525,0.75903,0.09009,0,33.16953,911.81616,290,71.25,0,3.73256,8.59039,-0.69192
770.27148,0,0,4.11625,12.54874,2.46,0.28,-0.9,155.62988,3,2.08,-0.66,-10.65,-0.37,-0.95,-9.75,-21,-0.1875,45.875,-1.37336,-1.29809,-5.25998,225.0625,-2.625,175,0.04877,-0.92255,0.38281,0.00494,0,33.1496,911.96387,290,70,0,-7.22809,6.05972,-1.38864
770.72656,0,0,4.1175,12.55,2.13,-0.41,-2.29,152.83966,3,1.78,0.66,-11.91,-0.23,1.02,-9.74,21.5625,-18,42,0.04472,-0.01418,-2.83616,111.6875,-1.3125,-173.9375,-0.05005,-0.82654,-0.56024,-0.01953,-1.25,33.03496,912.30078,290,71.25,10,-2.08535,8.51617,-4.13957
770.94946,0,0,4.0475,12.55,2.07,-1.69,-1.53,151.35999,3,1.36,-1.81,-10.3,-0.59,-0.15,-9.77999,28.0625,-3.1875,42,0.11017,-0.21162,1.19991,98.4375,-3.5625,179.125,-0.01489,-0.75714,-0.65247,0.02869,-1.25,33.09979,912.41016,310,108.75,10,-2.34871,11.28387,-1.67355
771.15894,0,0,4.1175,12.54874,1.21,-0.66,-0.13,149.46814,3,1.12,0.93,-9.54,0.03,1.32,-9.71,23.5,-16,42,-0.56832,0.83558,3.77973,132.25,0.875,-172,-0.06036,-0.91223,-0.40356,-0.03558,-1.25,33.1246,912.62793,310,73.75,10,2.12126,7.51779,-0.03591
771.36816,0,0,4.1175,12.54874,0.26,-0.2,-0.5,147.70306,3,0.67,0,-10.41,0.42,0.25,-9.79,5.1875,-26.0625,42.375,0.42215,-1.19664,3.34776,172,1.8125,-178.75,-0.00952,-0.99738,-0.06964,-0.01672,0,33.13202,912.83325,290,72.5,0,-3.75411,9.29429,-2.34632
771.57739,0,0,4.11625,12.54874,2.26,-0.2,0.74,146.01202,3,1.95,-0.62,-9.05,-0.3,-0.51,-9.77999,-6.375,-22.375,43.5625,1.19119,0.4047,6.01157,223.375,-1.75,177,0.02997,-0.92859,0.36987,0.00464,-1.25,33.14706,913.03735,310,73.75,10,-0.55545,7.36456,-3.52905
