#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 6205, 3,     3.11, 3,   boost,  -10.67,  88119.00, 1162.33,  406.81,  135.22, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.12, 3,   boost,  -10.77,  88097.00, 1164.38,  408.86,  135.11, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.13, 3,   boost,  -10.86,  88080.00, 1165.96,  410.45,  135.00, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.14, 3,   boost,  -10.96,  88068.00, 1167.08,  411.57,  134.89, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.15, 3,   boost,  -11.05,  88057.00, 1168.11,  412.59,  134.78, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.16, 3,   boost,  -11.14,  88043.00, 1169.41,  413.90,  134.66, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.17, 3,   boost,  -11.23,  88030.00, 1170.63,  415.11,  134.55, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.18, 3,   boost,  -11.32,  88009.00, 1172.59,  417.07,  134.43, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.19, 3,   boost,  -11.40,  87998.00, 1173.61,  418.10,  134.31, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.20, 3,   boost,  -11.48,  87976.00, 1175.67,  420.15,  134.20, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.21, 3,   boost,  -11.56,  87976.00, 1175.67,  420.15,  134.08, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.22, 3,   boost,  -11.64,  87961.00, 1177.07,  421.55,  133.96, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.23, 3,   boost,  -11.72,  87934.00, 1179.59,  424.07,  133.84, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     3.24, 3,   boost,  -11.80,  87922.00, 1180.71,  425.19,  133.72, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.25, 3,   boost,  -11.87,  87903.00, 1182.48,  426.96,  133.60, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.26, 3,   boost,  -11.94,  87895.00, 1183.23,  427.71,  133.48, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.27, 3,   boost,  -12.01,  87869.00, 1185.66,  430.14,  133.35, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     3.28, 3,   boost,  -12.08,  87859.00, 1186.59,  431.07,  133.23, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.29, 3,   boost,  -12.15,  87842.00, 1188.18,  432.66,  133.11, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.30, 3,   boost,  -12.21,  87827.00, 1189.58,  434.07,  132.98, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.31, 3,   boost,  -12.27,  87815.00, 1190.70,  435.19,  132.86, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.32, 3,   boost,  -12.33,  87815.00, 1190.70,  435.19,  132.73, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     3.33, 3,   boost,  -12.39,  87799.00, 1192.20,  436.68,  132.61, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.34, 3,   boost,  -12.45,  87764.00, 1195.47,  439.95,  132.48, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.35, 3,   boost,  -12.51,  87750.00, 1196.78,  441.26,  132.35, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.36, 3,   boost,  -12.56,  87741.00, 1197.62,  442.11,  132.22, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.37, 3,   boost,  -12.62,  87727.00, 1198.93,  443.42,  132.10, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.38, 3,   boost,  -12.67,  87714.00, 1200.15,  444.63,  131.97, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.39, 3,   boost,  -12.72,  87691.00, 1202.30,  446.78,  131.84, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.40, 3,   boost,  -12.77,  87684.00, 1202.95,  447.44,  131.71, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.41, 3,   boost,  -12.81,  87673.00, 1203.98,  448.47,  131.58, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.42, 3,   boost,  -12.86,  87665.00, 1204.73,  449.22,  131.45, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.43, 3,   boost,  -12.90,  87665.00, 1204.73,  449.22,  131.32, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     3.44, 3,   boost,  -12.94,  87633.00, 1207.73,  452.21,  131.19, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.45, 3,   boost,  -12.99,  87616.00, 1209.32,  453.80,  131.06, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     3.46, 3,   boost,  -13.03,  87602.00, 1210.63,  455.12,  130.92, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.47, 3,   boost,  -13.06,  87586.00, 1212.13,  456.61,  130.79, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.48, 3,   boost,  -13.10,  87573.00, 1213.35,  457.83,  130.66, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.49, 3,   boost,  -13.14,  87562.00, 1214.38,  458.86,  130.53, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.50, 3,   boost,  -13.17,  87546.00, 1215.88,  460.36,  130.39, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.51, 3,   boost,  -13.21,  87532.00, 1217.19,  461.67,  130.26, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.52, 3,   boost,  -13.24,  87524.00, 1217.94,  462.42,  130.12, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.53, 3,   boost,  -13.27,  87503.00, 1219.91,  464.39,  129.99, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.54, 3,   boost,  -13.30,  87503.00, 1219.91,  464.39,  129.85, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.55, 3,   boost,  -13.33,  87495.00, 1220.66,  465.14,  129.72, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.56, 3,   boost,  -13.36,  87464.00, 1223.56,  468.05,  129.58, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     3.57, 3,   boost,  -13.39,  87444.00, 1225.44,  469.92,  129.45, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.58, 3,   boost,  -13.42,  87443.00, 1225.53,  470.02,  129.31, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.59, 3,   boost,  -13.44,  87421.00, 1227.60,  472.08,  129.18, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.60, 3,   boost,  -13.47,  87414.00, 1228.25,  472.74,  129.04, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.61, 3,   boost,  -13.49,  87401.00, 1229.47,  473.96,  128.91, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.62, 3,   boost,  -13.51,  87388.00, 1230.69,  475.18,  128.77, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.63, 3,   boost,  -13.54,  87374.00, 1232.01,  476.49,  128.63, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.64, 3,   boost,  -13.56,  87361.00, 1233.23,  477.71,  128.50, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.65, 3,   boost,  -13.58,  87361.00, 1233.23,  477.71,  128.36, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.66, 3,   boost,  -13.60,  87343.00, 1234.92,  479.40,  128.22, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.67, 3,   boost,  -13.62,  87315.00, 1237.55,  482.03,  128.09, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     3.68, 3,   boost,  -13.63,  87297.00, 1239.24,  483.72,  127.95, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.69, 3,   boost,  -13.65,  87272.00, 1241.58,  486.07,  127.81, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.70, 3,   boost,  -13.67,  87265.00, 1242.24,  486.73,  127.67, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.71, 3,   boost,  -13.68,  87251.00, 1243.56,  488.04,  127.54, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.72, 3,   boost,  -13.70,  87231.00, 1245.44,  489.92,  127.40, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.73, 3,   boost,  -13.71,  87213.00, 1247.13,  491.61,  127.26, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.74, 3,   boost,  -13.73,  87204.00, 1247.97,  492.46,  127.12, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.75, 3,   boost,  -13.74,  87184.00, 1249.85,  494.34,  126.99, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.76, 3,   boost,  -13.75,  87184.00, 1249.85,  494.34,  126.85, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.77, 3,   boost,  -13.77,  87167.00, 1251.45,  495.94,  126.71, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.78, 3,   boost,  -13.78,  87145.00, 1253.52,  498.01,  126.58, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     3.79, 3,   boost,  -13.79,  87135.00, 1254.46,  498.95,  126.44, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     3.80, 3,   boost,  -13.80,  87117.00, 1256.16,  500.64,  126.30, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     3.81, 3,   boost,  -13.80,  87111.00, 1256.72,  501.20,  126.17, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.82, 3,   boost,  -13.81,  87093.00, 1258.41,  502.90,  126.03, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.83, 3,   boost,  -13.82,  87081.00, 1259.54,  504.03,  125.89, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.84, 3,   boost,  -13.83,  87074.00, 1260.20,  504.68,  125.75, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.85, 3,   boost,  -13.83,  87061.00, 1261.42,  505.91,  125.61, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     3.86, 3,   boost,  -13.84,  87042.00, 1263.21,  507.70,  125.47, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.87, 3,   boost,  -13.84,  87042.00, 1263.21,  507.70,  125.33, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.88, 3,   boost,  -13.85,  87027.00, 1264.63,  509.11,  125.19, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     3.89, 3,   boost,  -13.85,  87000.00, 1267.17,  511.65,  125.04, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     3.90, 3,   boost,  -13.85,  86994.00, 1267.73,  512.22,  124.90, 32.6, 4.12, 4.18, 4.10
6, 6205, 3,     3.91, 3,   boost,  -13.85,  86972.00, 1269.81,  514.29,  124.76, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     3.92, 3,   boost,  -13.86,  86966.00, 1270.37,  514.85,  124.62, 32.6, 4.10, 4.15, 4.12
6, 6205, 3,     3.93, 3,   boost,  -13.86,  86949.00, 1271.97,  516.46,  124.48, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.94, 3,   boost,  -13.86,  86935.00, 1273.29,  517.77,  124.34, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     3.95, 3,   boost,  -13.86,  86934.00, 1273.39,  517.87,  124.20, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.96, 3,   boost,  -13.86,  86917.00, 1274.99,  519.47,  124.06, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     3.97, 5,   coast,  -13.85,  86900.00, 1276.59,  521.07,  123.92, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.97, 5,   coast,  -13.85,  86900.00, 1276.59,  521.07,  123.92, 32.7, 4.12, 4.18, 4.11
6, 6205, 3,     3.98, 5,   coast,  -13.85,  86900.00, 1276.59,  521.07,  123.78, 32.7, 4.11, 4.16, 4.12
6, 6205, 3,     3.99, 5,   coast,  -13.85,  86892.00, 1277.34,  521.83,  123.64, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     4.00, 5,   coast,  -13.84,  86869.00, 1279.51,  524.00,  123.50, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.01, 5,   coast,  -13.84,  86861.00, 1280.27,  524.75,  123.36, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.02, 5,   coast,  -13.84,  86844.00, 1281.87,  526.35,  123.22, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.03, 5,   coast,  -13.83,  86851.00, 1281.21,  525.69,  123.08, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.04, 5,   coast,  -13.82,  86826.00, 1283.57,  528.05,  122.94, 32.7, 4.11, 4.17, 4.12
6, 6205, 3,     4.05, 5,   coast,  -13.82,  86819.00, 1284.23,  528.71,  122.80, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     4.06, 5,   coast,  -13.81,  86789.00, 1287.06,  531.54,  122.66, 32.7, 4.13, 4.18, 4.12
6, 6205, 3,     4.07, 5,   coast,  -13.80,  86782.00, 1287.72,  532.20,  122.52, 32.7, 4.10, 4.16, 4.11
6, 6205, 3,     4.08, 5,   coast,  -13.80,  86768.00, 1289.04,  533.52,  122.38, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     4.09, 5,   coast,  -13.79,  86768.00, 1289.04,  533.52,  122.25, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     4.10, 5,   coast,  -13.78,  86758.00, 1289.98,  534.47,  122.11, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     4.11, 5,   coast,  -13.77,  86744.00, 1291.31,  535.79,  121.97, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.12, 5,   coast,  -13.76,  86725.00, 1293.10,  537.58,  121.83, 32.6, 4.12, 4.18, 4.10
6, 6205, 3,     4.13, 5,   coast,  -13.75,  86714.00, 1294.14,  538.62,  121.69, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.14, 5,   coast,  -13.74,  86697.00, 1295.74,  540.23,  121.56, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.15, 5,   coast,  -13.73,  86683.00, 1297.07,  541.55,  121.42, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.16, 5,   coast,  -13.72,  86665.00, 1298.77,  543.25,  121.28, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.17, 5,   coast,  -13.71,  86660.00, 1299.24,  543.72,  121.15, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     4.18, 5,   coast,  -13.70,  86650.00, 1300.18,  544.67,  121.01, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     4.19, 5,   coast,  -13.69,  86627.00, 1302.36,  546.84,  120.87, 32.7, 4.11, 4.18, 4.11
6, 6205, 3,     4.20, 5,   coast,  -13.68,  86627.00, 1302.36,  546.84,  120.74, 32.7, 4.10, 4.16, 4.11
6, 6205, 3,     4.21, 5,   coast,  -13.66,  86607.00, 1304.25,  548.73,  120.60, 32.6, 4.13, 4.17, 4.13
6, 6205, 3,     4.22, 5,   coast,  -13.65,  86592.00, 1305.67,  550.15,  120.46, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.23, 5,   coast,  -13.64,  86574.00, 1307.37,  551.85,  120.32, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.24, 5,   coast,  -13.63,  86552.00, 1309.45,  553.93,  120.19, 32.6, 4.11, 4.18, 4.10
6, 6205, 3,     4.25, 5,   coast,  -13.62,  86554.00, 1309.26,  553.74,  120.05, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.26, 5,   coast,  -13.60,  86545.00, 1310.11,  554.59,  119.92, 32.6, 4.11, 4.16, 4.11
6, 6205, 3,     4.27, 5,   coast,  -13.59,  86520.00, 1312.47,  556.96,  119.78, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.28, 5,   coast,  -13.58,  86505.00, 1313.89,  558.38,  119.65, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.29, 5,   coast,  -13.56,  86493.00, 1315.03,  559.51,  119.51, 32.7, 4.11, 4.17, 4.11
6, 6205, 3,     4.30, 5,   coast,  -13.55,  86487.00, 1315.60,  560.08,  119.37, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     4.31, 5,   coast,  -13.54,  86487.00, 1315.60,  560.08,  119.24, 32.7, 4.12, 4.17, 4.11
6, 6205, 3,     4.32, 5,   coast,  -13.52,  86465.00, 1317.68,  562.16,  119.10, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.33, 5,   coast,  -13.51,  86447.00, 1319.38,  563.87,  118.97, 32.6, 4.12, 4.18, 4.10
6, 6205, 3,     4.34, 5,   coast,  -13.50,  86431.00, 1320.90,  565.38,  118.83, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.35, 5,   coast,  -13.48,  86421.00, 1321.84,  566.33,  118.69, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.36, 5,   coast,  -13.47,  86407.00, 1323.17,  567.65,  118.56, 32.6, 4.13, 4.17, 4.13
6, 6205, 3,     4.37, 5,   coast,  -13.46,  86404.00, 1323.45,  567.94,  118.43, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.38, 5,   coast,  -13.44,  86381.00, 1325.63,  570.12,  118.29, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.39, 5,   coast,  -13.43,  86365.00, 1327.15,  571.63,  118.16, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.40, 5,   coast,  -13.42,  86355.00, 1328.10,  572.58,  118.02, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.41, 5,   coast,  -13.41,  86345.00, 1329.04,  573.53,  117.89, 32.7, 4.11, 4.18, 4.10
6, 6205, 3,     4.42, 5,   coast,  -13.39,  86345.00, 1329.04,  573.53,  117.75, 32.7, 4.12, 4.19, 4.10
6, 6205, 3,     4.43, 5,   coast,  -13.38,  86331.00, 1330.37,  574.85,  117.62, 32.6, 4.11, 4.16, 4.12
6, 6205, 3,     4.44, 5,   coast,  -13.37,  86302.00, 1333.12,  577.60,  117.49, 32.6, 4.12, 4.16, 4.11
6, 6205, 3,     4.45, 5,   coast,  -13.35,  86303.00, 1333.02,  577.51,  117.35, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.46, 5,   coast,  -13.34,  86287.00, 1334.54,  579.02,  117.22, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.47, 5,   coast,  -13.33,  86273.00, 1335.87,  580.35,  117.09, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.48, 5,   coast,  -13.31,  86260.00, 1337.10,  581.58,  116.95, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.49, 5,   coast,  -13.30,  86255.00, 1337.57,  582.06,  116.82, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.50, 5,   coast,  -13.29,  86245.00, 1338.52,  583.01,  116.69, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.51, 5,   coast,  -13.27,  86227.00, 1340.23,  584.71,  116.55, 32.6, 4.12, 4.16, 4.13
6, 6205, 3,     4.52, 5,   coast,  -13.26,  86232.00, 1339.76,  584.24,  116.42, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.53, 5,   coast,  -13.25,  86232.00, 1339.76,  584.24,  116.29, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.54, 5,   coast,  -13.23,  86206.00, 1342.22,  586.71,  116.16, 32.6, 4.11, 4.18, 4.10
6, 6205, 3,     4.55, 5,   coast,  -13.22,  86190.00, 1343.74,  588.22,  116.02, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.56, 5,   coast,  -13.21,  86182.00, 1344.50,  588.98,  115.89, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.57, 5,   coast,  -13.19,  86166.00, 1346.02,  590.50,  115.76, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.58, 5,   coast,  -13.18,  86165.00, 1346.11,  590.60,  115.63, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.59, 5,   coast,  -13.17,  86147.00, 1347.82,  592.31,  115.50, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.60, 5,   coast,  -13.15,  86131.00, 1349.34,  593.82,  115.36, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.61, 5,   coast,  -13.14,  86120.00, 1350.39,  594.87,  115.23, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.62, 5,   coast,  -13.13,  86095.00, 1352.76,  597.24,  115.10, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.63, 5,   coast,  -13.12,  86100.00, 1352.28,  596.77,  114.97, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.64, 5,   coast,  -13.10,  86100.00, 1352.28,  596.77,  114.84, 32.6, 4.11, 4.17, 4.10
6, 6205, 3,     4.65, 5,   coast,  -13.09,  86074.00, 1354.75,  599.24,  114.71, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.66, 5,   coast,  -13.08,  86059.00, 1356.18,  600.66,  114.58, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.67, 5,   coast,  -13.06,  86028.00, 1359.13,  603.61,  114.45, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.68, 5,   coast,  -13.05,  86011.00, 1360.74,  605.22,  114.32, 32.6, 4.10, 4.16, 4.10
6, 6205, 3,     4.69, 5,   coast,  -13.04,  86010.00, 1360.84,  605.32,  114.18, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.70, 5,   coast,  -13.02,  86001.00, 1361.69,  606.18,  114.05, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.71, 5,   coast,  -13.01,  85975.00, 1364.16,  608.65,  113.92, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.72, 5,   coast,  -13.00,  85967.00, 1364.92,  609.41,  113.80, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.73, 5,   coast,  -12.98,  85956.00, 1365.97,  610.45,  113.67, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.74, 5,   coast,  -12.97,  85947.00, 1366.83,  611.31,  113.54, 32.6, 4.11, 4.18, 4.10
6, 6205, 3,     4.75, 5,   coast,  -12.96,  85947.00, 1366.83,  611.31,  113.41, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.76, 5,   coast,  -12.94,  85932.00, 1368.25,  612.74,  113.28, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.77, 5,   coast,  -12.93,  85902.00, 1371.11,  615.59,  113.15, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     4.78, 5,   coast,  -12.92,  85888.00, 1372.44,  616.92,  113.02, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.79, 5,   coast,  -12.90,  85885.00, 1372.72,  617.21,  112.89, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.80, 5,   coast,  -12.89,  85869.00, 1374.25,  618.73,  112.76, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.81, 5,   coast,  -12.88,  85858.00, 1375.29,  619.78,  112.63, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.82, 5,   coast,  -12.87,  85846.00, 1376.44,  620.92,  112.50, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.83, 5,   coast,  -12.85,  85832.00, 1377.77,  622.25,  112.37, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.84, 5,   coast,  -12.84,  85826.00, 1378.34,  622.82,  112.24, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.85, 5,   coast,  -12.83,  85818.00, 1379.10,  623.59,  112.12, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.86, 5,   coast,  -12.81,  85818.00, 1379.10,  623.59,  111.99, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.87, 5,   coast,  -12.80,  85796.00, 1381.20,  625.68,  111.86, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.88, 5,   coast,  -12.79,  85773.00, 1383.39,  627.87,  111.73, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.89, 5,   coast,  -12.77,  85770.00, 1383.67,  628.16,  111.60, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     4.90, 5,   coast,  -12.76,  85753.00, 1385.29,  629.78,  111.47, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.91, 5,   coast,  -12.75,  85740.00, 1386.53,  631.02,  111.35, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.92, 5,   coast,  -12.73,  85734.00, 1387.10,  631.59,  111.22, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.93, 5,   coast,  -12.72,  85715.00, 1388.92,  633.40,  111.09, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     4.94, 5,   coast,  -12.71,  85705.00, 1389.87,  634.35,  110.96, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     4.95, 5,   coast,  -12.70,  85691.00, 1391.20,  635.69,  110.84, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     4.96, 5,   coast,  -12.68,  85686.00, 1391.68,  636.16,  110.71, 32.6, 4.11, 4.17, 4.10
6, 6205, 3,     4.97, 5,   coast,  -12.67,  85686.00, 1391.68,  636.16,  110.58, 32.6, 4.11, 4.17, 4.10
6, 6205, 3,     4.98, 5,   coast,  -12.66,  85665.00, 1393.68,  638.17,  110.46, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     4.99, 5,   coast,  -12.64,  85645.00, 1395.59,  640.07,  110.33, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     5.00, 5,   coast,  -12.63,  85636.00, 1396.45,  640.93,  110.20, 32.6, 4.11, 4.17, 4.12
6, 6205, 3,     5.01, 5,   coast,  -12.62,  85618.00, 1398.17,  642.65,  110.08, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     5.02, 5,   coast,  -12.61,  85608.00, 1399.12,  643.60,  109.95, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     5.03, 5,   coast,  -12.59,  85598.00, 1400.07,  644.56,  109.83, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     5.04, 5,   coast,  -12.58,  85589.00, 1400.93,  645.42,  109.70, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     5.05, 5,   coast,  -12.57,  85579.00, 1401.89,  646.37,  109.58, 32.6, 4.12, 4.17, 4.12
6, 6205, 3,     5.06, 5,   coast,  -12.55,  85579.00, 1401.89,  646.37,  109.45, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     5.07, 5,   coast,  -12.54,  85567.00, 1403.03,  647.52,  109.32, 32.6, 4.11, 4.17, 4.11
6, 6205, 3,     5.08, 5,   coast,  -12.53,  85567.00, 1403.03,  647.52,  109.20, 32.6, 4.11, 4.18, 4.11
6, 6205, 3,     5.09, 5,   coast,  -12.52,  85560.00, 1403.70,  648.18,  109.07, 32.6, 4.12, 4.18, 4.11
6, 6205, 3,     5.10, 5,   coast,  -12.51,  85541.00, 1405.51,  650.00,  108.95, 32.6, 4.12, 4.17, 4.11
6, 6205, 3,     5.11, 5,   coast,  -12.49,  85521.00, 1407.42,  651.91,  108.82, 32.6, 4.12, 4.17, 4.11
