#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 11026, 17,KE8EXM,    -0.30, 3,   boost,   -0.49,  92649.00,  748.62,    0.09,    0.00, 36.1, 4.11, 4.11, 4.10,   9.87,  -0.41,   0.06,  -0.16,  -0.24,   0.01,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.29, 3,   boost,   -0.00,  92649.00,  748.62,    0.09,    0.00, 36.1, 4.11, 4.11, 4.10,   9.86,  -0.37,   0.32,  -0.53,   0.37,   0.14,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.28, 3,   boost,   -1.47,  92651.00,  748.44,   -0.09,    0.00, 36.1, 4.11, 4.11, 4.10,   9.88,  -0.58,   0.01,  -0.77,  -0.18,  -0.11,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.27, 3,   boost,   -0.98,  92651.00,  748.44,   -0.09,    0.00, 36.1, 4.11, 4.11, 4.10,   9.89,  -0.44,   0.22,   0.02,   0.07,   0.07,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.26, 3,   boost,   -0.98,  92647.00,  748.80,    0.27,    0.00, 36.1, 4.11, 4.11, 4.10,   9.85,  -0.37,   0.32,  -0.04,   0.25,  -0.05,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.25, 3,   boost,   -0.49,  92647.00,  748.80,    0.27,    0.00, 36.1, 4.11, 4.11, 4.10,   9.87,  -0.55,   0.19,   0.20,   0.13,  -0.05,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.24, 3,   boost,   -1.96,  92644.00,  749.07,    0.54,    0.00, 36.1, 4.11, 4.11, 4.10,   9.84,  -0.44,   0.11,   0.02,  -0.18,  -0.17,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.23, 3,   boost,   -0.00,  92644.00,  749.07,    0.54,    0.00, 36.1, 4.11, 4.11, 4.10,   9.89,  -0.47,   0.42,   0.02,   0.31,  -0.23,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.22, 3,   boost,   -3.43,  92646.00,  748.89,    0.36,    0.00, 36.1, 4.11, 4.11, 4.10,   9.84,  -0.47,   0.01,   0.32,  -0.06,   0.07,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
6, 11026, 17,KE8EXM,    -0.21, 3,   boost,    1.47,  92646.00,  748.89,    0.36,    0.00, 36.1, 4.11, 4.11, 4.10,   9.81,  -0.45,   0.32,   0.45,  -0.12,   0.01,   0.11,   0.07,   0.15,   2.74, 4.11, 0.00, 0.00, 0.00, 0.00, 1, 1, 11,  38.3756914, -79.6075041,   824.0, 2026,  4,  4, 19,  1,  6,        0,        0,  38,   0,   1.4,   0.7,   1.1,  0,  0,  0, 31, 32, 38,  0,  0, 16,  0, 36, 39,  0,  0,  0,  0,  0,  0, 27,  0, 33, 30,  0,  0, 32,  0,  0,  0,  0,  0,  0,  0
