Time (s),Altitude (ft),Total velocity (ft/s),Total acceleration (ft/s²),Air pressure (mbar)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
104.804,153.869,15.533,1.227,995.893
105.304,145.946,16.161,1.257,996.066
105.804,138.028,15.512,1.297,996.239
106.304,130.106,16.177,1.329,996.412
106.804,122.189,15.491,1.372,996.585
107.304,114.268,16.194,1.405,996.757
107.804,106.352,15.468,1.451,996.93
108.304,98.432,16.212,1.487,997.103
108.804,90.518,15.444,1.535,997.276
109.304,82.599,16.231,1.574,997.449
109.804,74.687,15.418,1.625,997.622
110.302,66.798,16.249,1.667,997.795
110.786,59.132,15.422,1.709,997.967
111.259,51.648,16.201,1.647,998.135
111.75,43.88,15.456,1.518,998.298
112.25,35.964,16.207,1.502,998.468
112.75,28.055,15.431,1.552,998.641
113.25,20.14,16.228,1.593,998.813
113.75,12.232,15.404,1.647,998.986
114.241,4.458,16.235,1.691,999.159
# Event GROUND_HIT occurred at t=114.52 seconds
# Event SIMULATION_END occurred at t=114.52 seconds
114.52,0,15.765,1.688,999.329
