Time (s),Altitude (ft),Total velocity (ft/s),Total acceleration (ft/s²),Air pressure (mbar)
100.253,54.399,15.339,1.333,981.657
100.753,46.922,14.571,1.534,981.825
101.253,39.418,15.444,1.746,981.993
101.69,32.864,14.567,2.01,982.161
102.07,27.197,15.235,1.758,982.307
102.507,20.648,14.755,1.099,982.434
103.007,13.151,15.234,0.958,982.581
103.507,5.671,14.682,1.104,982.749
# Event GROUND_HIT occurred at t=103.887 seconds
# Event SIMULATION_END occurred at t=103.887 seconds
103.887,0,15.16,1.258,982.916
