Time (s),Altitude (ft),Total velocity (ft/s),Total acceleration (ft/s²),Air pressure (mbar)
1.431,304.263,435.176,291.133,976.229
1.481,326.14,449.571,287.684,975.739
1.531,348.722,463.787,284.075,975.234
1.581,372.001,477.821,280.421,974.712
1.631,395.968,491.672,276.727,974.175
1.681,420.613,505.338,272.994,973.624
1.731,445.928,518.827,269.439,973.057
1.781,471.906,532.171,266.508,972.475
1.831,498.538,545.369,263.586,971.878
1.881,525.817,558.42,260.632,971.267
1.931,553.736,571.322,257.647,970.642
1.981,582.287,584.086,254.892,970.003
2.031,611.464,596.73,252.471,969.349
2.081,641.258,609.106,247.108,968.682
2.131,671.591,618.706,191.641,968.003
2.181,702.215,620.93,44.679,967.317
2.231,732.868,619.989,19.324,966.63
2.281,763.43,617.316,53.457,965.946
# Event BURNOUT occurred at t=2.309 seconds
2.309,780.329,615.458,66.939,965.567
2.351,805.579,612.597,68.678,965.002
2.401,835.754,609.181,68.228,964.326
2.451,865.758,605.788,67.794,963.654
2.501,895.594,602.417,67.375,962.986
2.551,925.262,599.068,66.962,962.322
2.601,954.763,595.742,66.548,961.661
2.651,984.098,592.437,66.127,961.004
2.701,1013.268,589.153,65.695,960.277
2.751,1042.275,585.89,65.251,959.261
2.801,1071.119,582.649,64.811,958.252
2.851,1099.801,579.428,64.38,957.248
2.901,1128.323,576.228,63.962,956.249
2.951,1156.686,573.048,63.56,955.256
3.001,1184.89,569.888,63.171,954.269
3.051,1212.938,566.748,62.796,953.287
3.101,1240.828,563.628,62.429,952.311
3.151,1268.563,560.526,62.069,951.34
3.201,1296.144,557.444,61.709,950.375
3.251,1323.57,554.38,61.346,949.415
3.301,1350.844,551.334,60.978,948.46
3.351,1377.965,548.307,60.609,947.511
3.401,1404.936,545.298,60.24,946.566
3.451,1431.756,542.306,59.876,945.628
3.501,1458.427,539.332,59.52,944.694
3.551,1484.95,536.375,59.174,943.766
3.601,1511.325,533.435,58.838,942.842
3.651,1537.554,530.512,58.513,941.924
3.701,1563.637,527.605,58.198,941.011
3.751,1589.575,524.715,57.889,940.103
3.801,1615.369,521.841,57.584,939.2
3.851,1641.019,518.982,57.28,938.302
3.901,1666.526,516.14,56.976,937.409
3.951,1691.891,513.313,56.67,936.522
4.001,1717.115,510.501,56.362,935.639
4.051,1742.198,507.704,56.055,934.761
4.101,1767.142,504.923,55.749,933.887
4.151,1791.946,502.156,55.449,933.019
4.201,1816.612,499.403,55.155,932.156
4.251,1841.141,496.666,54.868,931.297
4.301,1865.533,493.942,54.589,930.443
4.351,1889.789,491.232,54.318,929.594
4.401,1913.91,488.536,54.053,928.75
4.451,1937.896,485.854,53.793,927.91
4.501,1961.747,483.185,53.537,927.075
4.551,1985.466,480.53,53.282,926.245
4.601,2009.051,477.888,53.028,925.419
4.651,2032.504,475.259,52.773,924.598
4.701,2055.825,472.643,52.518,923.782
4.751,2079.016,470.04,52.263,922.97
4.801,2102.076,467.449,52.009,922.163
4.851,2125.006,464.87,51.758,921.36
4.901,2147.807,462.304,51.51,920.562
4.951,2170.48,459.751,51.267,919.768
5.001,2193.025,457.209,51.029,918.979
5.051,2215.443,454.679,50.796,918.195
5.101,2237.734,452.16,50.569,917.414
5.151,2259.899,449.653,50.347,916.638
5.201,2281.938,447.158,50.129,915.867
5.251,2303.853,444.674,49.914,915.1
5.301,2325.643,442.201,49.702,914.337
5.351,2347.309,439.74,49.49,913.579
5.401,2368.851,437.289,49.28,912.824
5.451,2390.271,434.849,49.069,912.075
5.501,2411.568,432.42,48.859,911.329
5.551,2432.743,430.001,48.649,910.588
5.601,2453.797,427.593,48.441,909.851
5.651,2474.73,425.195,48.234,909.118
5.701,2495.542,422.808,48.03,908.39
5.751,2516.235,420.43,47.829,907.665
5.801,2536.809,418.063,47.631,906.945
5.851,2557.263,415.705,47.437,906.229
5.901,2577.6,413.358,47.247,905.517
5.951,2597.818,411.02,47.061,904.809
6.001,2617.919,408.691,46.878,904.106
6.051,2637.903,406.372,46.698,903.406
6.101,2657.771,404.063,46.521,902.728
6.151,2677.523,401.762,46.346,902.071
6.201,2697.158,399.471,46.173,901.418
6.251,2716.679,397.189,46.001,900.769
6.301,2736.085,394.916,45.829,900.124
6.351,2755.377,392.651,45.658,899.482
6.401,2774.554,390.396,45.487,898.845
6.451,2793.618,388.149,45.318,898.211
6.501,2812.569,385.911,45.149,897.58
6.551,2831.408,383.681,44.982,896.954
6.601,2850.134,381.46,44.816,896.331
6.651,2868.748,379.247,44.653,895.712
6.701,2887.251,377.042,44.492,895.097
6.751,2905.643,374.845,44.333,894.485
6.801,2923.924,372.657,44.178,893.877
6.851,2942.095,370.476,44.025,893.273
6.901,2960.156,368.304,43.875,892.672
6.951,2978.107,366.139,43.727,892.075
7.001,2995.95,363.982,43.581,891.482
7.051,3013.683,361.833,43.437,890.892
7.101,3031.309,359.691,43.295,890.306
7.151,3048.826,357.557,43.154,889.724
7.201,3066.235,355.431,43.014,889.145
7.251,3083.537,353.311,42.875,888.569
7.301,3100.733,351.2,42.737,887.997
7.351,3117.821,349.095,42.599,887.429
7.401,3134.803,346.997,42.463,886.864
7.451,3151.679,344.907,42.327,886.303
7.501,3168.45,342.824,42.192,885.745
7.551,3185.115,340.747,42.058,885.191
7.601,3201.675,338.678,41.925,884.64
7.651,3218.13,336.616,41.794,884.093
7.701,3234.481,334.56,41.665,883.549
7.751,3250.728,332.511,41.537,883.009
7.801,3266.872,330.468,41.411,882.472
7.851,3282.912,328.433,41.287,881.939
7.901,3298.849,326.404,41.165,881.409
7.951,3314.683,324.381,41.045,880.882
8.001,3330.415,322.364,40.926,880.359
8.051,3346.044,320.355,40.809,879.839
8.101,3361.572,318.351,40.694,879.323
8.151,3376.998,316.354,40.58,878.81
8.201,3392.323,314.362,40.467,878.3
8.251,3407.547,312.377,40.356,877.794
8.301,3422.67,310.399,40.245,877.291
8.351,3437.692,308.426,40.135,876.792
8.401,3452.614,306.459,40.026,876.295
8.451,3467.437,304.498,39.918,875.802
8.501,3482.159,302.543,39.81,875.313
8.551,3496.783,300.594,39.704,874.827
8.601,3511.307,298.65,39.598,874.344
8.651,3525.732,296.713,39.492,873.864
8.701,3540.059,294.781,39.388,873.387
8.751,3554.287,292.855,39.285,872.914
8.801,3568.417,290.934,39.183,872.444
8.851,3582.449,289.019,39.081,871.978
8.901,3596.384,287.109,38.981,871.514
8.951,3610.222,285.205,38.883,871.054
9.001,3623.962,283.307,38.785,870.597
9.051,3637.605,281.413,38.689,870.143
9.101,3651.152,279.525,38.594,869.693
9.151,3664.603,277.643,38.5,869.246
9.201,3677.957,275.765,38.408,868.802
9.251,3691.215,273.893,38.317,868.361
9.301,3704.378,272.027,38.227,867.923
9.351,3717.445,270.165,38.138,867.488
9.401,3730.417,268.308,38.05,867.057
9.451,3743.294,266.457,37.964,866.629
9.501,3756.076,264.61,37.878,866.204
9.551,3768.764,262.769,37.793,865.782
9.601,3781.357,260.933,37.709,865.363
9.651,3793.856,259.101,37.625,864.947
9.701,3806.261,257.275,37.543,864.535
9.751,3818.572,255.453,37.461,864.125
9.801,3830.79,253.636,37.379,863.719
9.851,3842.914,251.824,37.299,863.316
9.901,3854.945,250.017,37.219,862.916
9.951,3866.883,248.215,37.139,862.519
10.001,3878.729,246.418,37.061,862.125
10.051,3890.482,244.625,36.983,861.734
10.101,3902.142,242.837,36.905,861.346
10.151,3913.71,241.053,36.829,860.961
10.201,3925.187,239.275,36.753,860.58
10.251,3936.571,237.5,36.679,860.201
10.301,3947.864,235.731,36.605,859.826
10.351,3959.065,233.966,36.531,859.453
10.401,3970.175,232.206,36.459,859.084
10.451,3981.194,230.45,36.388,858.717
10.501,3992.123,228.699,36.317,858.354
10.551,4002.96,226.952,36.248,857.993
10.601,4013.707,225.21,36.179,857.636
10.651,4024.363,223.472,36.111,857.282
10.701,4034.93,221.739,36.044,856.93
10.751,4045.406,220.01,35.978,856.582
10.801,4055.792,218.286,35.912,856.236
10.851,4066.089,216.566,35.848,855.894
10.901,4076.296,214.851,35.784,855.555
10.951,4086.414,213.14,35.721,855.218
11.001,4096.442,211.433,35.659,854.885
11.051,4106.382,209.731,35.597,854.554
11.101,4116.232,208.033,35.536,854.227
11.151,4125.994,206.339,35.476,853.902
11.201,4135.667,204.65,35.416,853.58
11.251,4145.252,202.966,35.357,853.261
11.301,4154.748,201.285,35.298,852.946
11.351,4164.156,199.61,35.241,852.633
11.401,4173.476,197.938,35.183,852.323
11.451,4182.708,196.271,35.127,852.016
11.501,4191.852,194.608,35.07,851.712
11.551,4200.909,192.95,35.015,851.411
11.601,4209.878,191.296,34.96,851.112
11.651,4218.76,189.646,34.905,850.817
11.701,4227.555,188.001,34.851,850.524
11.751,4236.263,186.361,34.798,850.235
11.801,4244.883,184.725,34.745,849.948
11.851,4253.417,183.093,34.692,849.664
11.901,4261.864,181.466,34.64,849.383
11.951,4270.225,179.843,34.589,849.105
12.001,4278.499,178.225,34.539,848.83
12.051,4286.687,176.611,34.488,848.558
12.101,4294.789,175.002,34.439,848.3
12.151,4302.804,173.397,34.39,848.046
12.201,4310.734,171.797,34.341,847.796
12.251,4318.578,170.202,34.294,847.548
12.301,4326.336,168.611,34.246,847.303
12.351,4334.009,167.025,34.199,847.061
12.401,4341.596,165.444,34.153,846.822
12.451,4349.098,163.868,34.108,846.585
12.501,4356.514,162.296,34.062,846.35
12.551,4363.846,160.73,34.018,846.119
12.601,4371.092,159.168,33.974,845.89
12.651,4378.254,157.611,33.93,845.664
12.701,4385.331,156.059,33.887,845.441
12.751,4392.323,154.513,33.845,845.22
12.801,4399.23,152.971,33.803,845.002
12.851,4406.054,151.435,33.761,844.786
12.901,4412.792,149.903,33.72,844.573
12.951,4419.447,148.378,33.679,844.363
13.001,4426.017,146.857,33.639,844.156
13.051,4432.503,145.342,33.599,843.951
13.101,4438.906,143.833,33.56,843.749
13.151,4445.224,142.329,33.521,843.549
13.201,4451.459,140.832,33.483,843.353
13.251,4457.61,139.339,33.444,843.158
13.301,4463.677,137.853,33.407,842.967
13.351,4469.661,136.373,33.369,842.778
13.401,4475.562,134.899,33.332,842.592
13.451,4481.379,133.431,33.295,842.408
13.501,4487.113,131.97,33.259,842.227
13.551,4492.764,130.515,33.223,842.048
13.601,4498.332,129.067,33.187,841.873
13.651,4503.817,127.626,33.152,841.699
13.701,4509.219,126.191,33.116,841.529
13.751,4514.538,124.764,33.081,841.361
13.801,4519.775,123.344,33.047,841.195
13.851,4524.929,121.931,33.012,841.033
13.901,4530.001,120.526,32.978,840.873
13.951,4534.99,119.128,32.944,840.715
14.001,4539.897,117.739,32.91,840.56
14.051,4544.722,116.357,32.876,840.408
14.101,4549.464,114.984,32.843,840.258
14.151,4554.124,113.62,32.809,840.111
14.201,4558.703,112.264,32.776,839.966
14.251,4563.199,110.917,32.743,839.824
14.301,4567.614,109.58,32.71,839.685
14.351,4571.947,108.252,32.677,839.548
14.401,4576.198,106.934,32.644,839.414
14.451,4580.368,105.625,32.611,839.282
14.501,4584.456,104.328,32.578,839.153
14.551,4588.463,103.041,32.545,839.027
14.601,4592.388,101.765,32.512,838.903
14.651,4596.233,100.5,32.479,838.781
14.701,4599.996,99.247,32.446,838.662
14.751,4603.678,98.006,32.413,838.546
14.801,4607.279,96.777,32.379,838.432
14.851,4610.799,95.561,32.346,838.321
14.901,4614.238,94.359,32.312,838.213
14.951,4617.597,93.17,32.278,838.107
15.001,4620.874,91.995,32.243,838.003
15.051,4624.072,90.834,32.209,837.902
15.101,4627.188,89.689,32.174,837.804
15.151,4630.225,88.559,32.138,837.708
15.201,4633.181,87.445,32.102,837.615
15.251,4636.057,86.347,32.066,837.524
15.301,4638.852,85.267,32.029,837.436
15.351,4641.568,84.204,31.991,837.35
15.401,4644.204,83.159,31.953,837.267
15.451,4646.76,82.133,31.913,837.186
15.501,4649.236,81.127,31.873,837.108
15.551,4651.632,80.14,31.833,837.032
15.601,4653.949,79.174,31.791,836.959
15.651,4656.187,78.23,31.748,836.888
15.701,4658.345,77.307,31.704,836.82
15.751,4660.424,76.407,31.66,836.754
15.801,4662.424,75.531,31.613,836.691
15.851,4664.345,74.679,31.566,836.631
15.901,4666.187,73.851,31.517,836.572
15.951,4667.95,73.049,31.467,836.517
16.001,4669.635,72.273,31.416,836.464
16.051,4671.241,71.525,31.363,836.413
16.101,4672.769,70.804,31.308,836.365
16.151,4674.218,70.111,31.252,836.319
16.201,4675.59,69.448,31.194,836.276
16.251,4676.883,68.814,31.134,836.235
16.301,4678.099,68.211,31.073,836.196
16.351,4679.237,67.639,31.01,836.16
16.401,4680.298,67.099,30.945,836.127
16.451,4681.281,66.592,30.878,836.096
16.501,4682.187,66.118,30.809,836.067
16.551,4683.017,65.677,30.739,836.041
16.601,4683.769,65.271,30.667,836.017
16.651,4684.445,64.899,30.594,835.996
16.701,4685.044,64.563,30.519,835.977
16.751,4685.567,64.262,30.443,835.96
16.801,4686.014,63.996,30.366,835.946
16.851,4686.385,63.767,30.287,835.935
16.901,4686.681,63.575,30.208,835.925
16.951,4686.901,63.419,30.128,835.918
17.001,4687.046,63.299,30.049,835.914
17.051,4687.116,63.217,29.969,835.912
# Event APOGEE occurred at t=17.101 seconds
17.101,4687.11,63.171,29.889,835.912
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=17.102 seconds
17.151,4687.03,63.162,29.811,835.914
17.155,4687.019,63.111,33.812,835.914
17.613,4682.559,60.133,33.779,835.915
18.113,4670.423,61.303,30.864,836.055
18.613,4651.346,65.487,28.08,836.439
19.113,4626.033,71.104,25.224,837.041
19.613,4595.256,77.012,22.189,837.84
20.107,4560.274,82.454,19.09,838.812
20.607,4521.056,87.245,16.143,839.917
21.107,4478.748,91.197,13.416,841.155
21.607,4434.016,94.34,11.037,842.491
22.107,4387.426,96.768,9.03,843.903
22.607,4339.434,98.604,7.378,845.374
23.107,4290.402,99.964,6.037,846.89
23.607,4240.609,100.956,4.955,848.438
24.107,4190.266,101.665,4.084,850.09
24.607,4139.533,102.162,3.381,851.764
25.107,4088.527,102.501,2.811,853.452
25.607,4037.335,102.724,2.346,855.148
26.107,3986.021,102.862,1.964,856.85
26.607,3934.629,102.938,1.649,858.557
27.107,3883.194,102.969,1.387,860.266
27.607,3831.74,102.968,1.17,861.976
28.107,3780.283,102.943,0.989,863.687
28.607,3728.837,102.902,0.838,865.399
29.107,3677.411,102.848,0.712,867.109
29.607,3626.01,102.786,0.607,868.82
30.107,3574.64,102.718,0.519,870.529
30.607,3523.303,102.646,0.447,872.237
31.107,3472.002,102.57,0.387,873.945
31.607,3420.738,102.493,0.338,875.651
32.107,3369.513,102.414,0.299,877.355
32.607,3318.327,102.334,0.267,879.059
33.107,3267.181,102.254,0.241,880.761
33.607,3216.074,102.174,0.221,882.462
34.107,3165.008,102.093,0.206,884.162
34.607,3113.982,102.013,0.194,885.86
35.107,3062.996,101.932,0.185,887.557
35.607,3012.05,101.852,0.178,889.252
36.107,2961.145,101.772,0.173,890.946
36.607,2910.279,101.692,0.169,892.639
37.107,2859.453,101.612,0.166,894.331
37.607,2808.667,101.533,0.163,896.021
38.107,2757.92,101.453,0.162,897.71
38.607,2707.214,101.375,0.16,899.398
39.107,2656.546,101.296,0.159,901.084
39.607,2605.918,101.218,0.158,902.769
40.107,2555.329,101.138,0.159,904.526
40.607,2504.779,101.058,0.161,906.297
41.107,2454.27,100.978,0.162,908.066
41.607,2403.802,100.897,0.162,909.834
42.107,2353.374,100.816,0.162,911.601
42.607,2302.986,100.735,0.162,913.366
43.107,2252.639,100.654,0.162,915.13
43.607,2202.332,100.574,0.161,916.893
44.107,2152.065,100.493,0.161,918.654
44.607,2101.839,100.413,0.16,920.413
45.107,2051.652,100.333,0.16,922.171
45.607,2001.505,100.254,0.159,923.928
46.107,1951.398,100.175,0.158,925.683
46.607,1901.331,100.096,0.158,927.437
47.107,1851.303,100.017,0.157,929.19
47.607,1801.314,99.939,0.157,930.941
48.107,1751.364,99.861,0.156,932.691
48.607,1701.453,99.783,0.156,934.44
49.107,1651.581,99.705,0.155,936.187
49.607,1601.747,99.628,0.154,937.933
50.107,1551.952,99.551,0.154,939.677
50.607,1502.196,99.475,0.153,941.42
51.107,1452.478,99.399,0.153,943.162
51.607,1402.797,99.322,0.152,944.902
52.107,1353.155,99.247,0.151,946.641
52.607,1303.551,99.171,0.151,948.379
53.107,1253.984,99.096,0.15,950.115
53.607,1204.454,99.021,0.15,951.851
54.107,1154.962,98.947,0.149,953.584
54.607,1105.508,98.872,0.149,955.317
55.107,1056.09,98.798,0.148,957.048
55.607,1006.709,98.724,0.148,958.778
56.107,957.366,98.651,0.147,960.497
56.607,908.056,98.586,0.129,961.603
57.107,858.778,98.527,0.118,962.707
57.607,809.528,98.473,0.11,963.811
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=58.107 seconds
58.107,760.305,98.42,0.104,964.914
58.127,758.394,96.778,83.894,966.016
58.144,756.785,95.438,80.057,966.059
58.161,755.097,94.066,76.974,966.095
58.18,753.342,92.678,73.864,966.133
58.2,751.513,91.271,70.762,966.172
58.221,749.606,89.846,67.666,966.213
58.244,747.612,88.401,64.577,966.256
58.267,745.524,86.937,61.495,966.3
58.293,743.333,85.451,58.422,966.347
58.32,741.027,83.945,55.357,966.396
58.349,738.596,82.416,52.302,966.448
58.381,736.023,80.864,49.258,966.502
58.415,733.294,79.288,46.225,966.56
58.452,730.388,77.688,43.206,966.621
58.492,727.281,76.064,40.2,966.686
58.537,723.944,74.413,37.21,966.755
58.586,720.342,72.737,34.238,966.83
58.64,716.431,71.035,31.286,966.911
58.701,712.155,69.307,28.356,966.998
58.77,707.442,67.554,25.454,967.094
58.848,702.196,65.777,22.582,967.2
58.939,696.29,63.979,19.746,967.317
59.046,689.541,62.165,16.954,967.45
59.175,681.69,60.343,14.216,967.601
59.332,672.332,58.525,11.545,967.777
59.532,660.815,56.735,8.96,967.986
59.798,645.972,55.01,6.492,968.244
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=60.107 seconds
60.176,625.451,53.424,4.189,968.576
60.179,625.272,52.168,371.312,969.036
60.18,625.22,51.816,352.566,969.04
60.181,625.169,51.468,347.385,969.041
60.182,625.117,51.126,342.313,969.042
60.183,625.067,50.789,337.349,969.044
60.184,625.016,50.456,332.49,969.045
60.185,624.966,50.129,327.731,969.046
60.186,624.916,49.805,323.072,969.047
60.187,624.866,49.487,318.509,969.048
60.188,624.817,49.173,314.038,969.049
60.189,624.768,48.863,309.659,969.05
60.19,624.719,48.558,305.368,969.051
60.191,624.671,48.257,301.163,969.052
60.192,624.622,47.96,297.042,969.054
60.193,624.575,47.667,293.002,969.055
60.194,624.527,47.378,289.042,969.056
60.195,624.48,47.092,285.159,969.057
60.196,624.433,46.811,281.351,969.058
60.197,624.386,46.533,277.617,969.059
60.198,624.34,46.26,273.954,969.06
60.199,624.294,45.989,270.36,969.061
60.2,624.248,45.722,266.835,969.062
60.201,624.202,45.459,263.376,969.063
60.202,624.157,45.199,259.982,969.064
60.203,624.112,44.942,256.65,969.065
60.204,624.067,44.688,253.38,969.066
60.206,624.021,44.432,250.159,969.067
60.207,623.975,44.175,246.939,969.068
60.208,623.929,43.917,243.719,969.069
60.209,623.881,43.657,240.5,969.07
60.21,623.833,43.395,237.281,969.071
60.211,623.785,43.132,234.063,969.072
60.212,623.735,42.868,230.847,969.073
60.213,623.685,42.602,227.631,969.074
60.214,623.635,42.334,224.415,969.076
60.216,623.583,42.065,221.201,969.077
60.217,623.531,41.793,217.988,969.078
60.218,623.478,41.521,214.775,969.079
60.219,623.425,41.246,211.564,969.08
60.221,623.37,40.97,208.353,969.081
60.222,623.315,40.692,205.144,969.083
60.224,623.259,40.412,201.935,969.084
60.225,623.202,40.131,198.728,969.085
60.226,623.144,39.847,195.521,969.086
60.228,623.085,39.562,192.316,969.088
60.229,623.025,39.274,189.112,969.089
60.231,622.964,38.985,185.909,969.09
60.233,622.902,38.693,182.707,969.092
60.234,622.839,38.4,179.507,969.093
60.236,622.775,38.104,176.308,969.095
60.238,622.709,37.806,173.11,969.096
60.239,622.643,37.506,169.914,969.097
60.241,622.575,37.204,166.719,969.099
60.243,622.506,36.899,163.525,969.1
60.245,622.436,36.592,160.333,969.102
60.247,622.364,36.282,157.143,969.104
60.249,622.291,35.97,153.955,969.105
60.251,622.216,35.656,150.768,969.107
60.253,622.14,35.339,147.583,969.108
60.255,622.062,35.019,144.4,969.11
60.258,621.982,34.696,141.218,969.112
60.26,621.901,34.371,138.039,969.114
60.262,621.817,34.042,134.862,969.116
60.265,621.732,33.711,131.687,969.117
60.268,621.645,33.377,128.514,969.119
60.27,621.555,33.039,125.344,969.121
60.273,621.464,32.699,122.176,969.123
60.276,621.37,32.355,119.011,969.125
60.279,621.273,32.007,115.848,969.127
60.282,621.174,31.657,112.688,969.13
60.285,621.072,31.302,109.532,969.132
60.289,620.968,30.944,106.378,969.134
60.292,620.86,30.582,103.228,969.136
60.296,620.749,30.217,100.081,969.139
60.3,620.634,29.847,96.938,969.141
60.304,620.516,29.473,93.798,969.144
60.308,620.394,29.095,90.663,969.147
60.312,620.267,28.712,87.532,969.149
60.317,620.137,28.325,84.406,969.152
60.322,620.001,27.933,81.284,969.155
60.327,619.86,27.537,78.168,969.158
60.332,619.714,27.135,75.057,969.161
60.338,619.562,26.728,71.952,969.165
60.344,619.403,26.315,68.853,969.168
60.35,619.237,25.898,65.761,969.172
60.357,619.063,25.474,62.677,969.175
60.364,618.881,25.044,59.6,969.179
60.372,618.69,24.608,56.532,969.183
60.38,618.488,24.166,53.474,969.187
60.389,618.275,23.718,50.425,969.192
60.398,618.049,23.262,47.388,969.197
60.409,617.809,22.8,44.363,969.202
60.42,617.553,22.33,41.352,969.207
60.433,617.278,21.853,38.355,969.213
60.446,616.982,21.368,35.376,969.219
60.462,616.662,20.876,32.416,969.226
60.479,616.312,20.377,29.478,969.233
60.498,615.928,19.87,26.564,969.241
60.519,615.502,19.356,23.68,969.249
60.544,615.025,18.835,20.829,969.259
60.573,614.483,18.31,18.02,969.27
60.608,613.857,17.78,15.259,969.282
60.65,613.119,17.251,12.56,969.296
60.703,612.223,16.727,9.939,969.312
60.772,611.091,16.217,7.421,969.332
60.867,609.574,15.738,5.046,969.358
61.011,607.338,15.323,2.882,969.392
61.27,603.399,15.048,1.061,969.442
61.77,595.86,15.107,0.119,969.53
62.27,588.324,15.037,0.139,969.699
62.77,580.786,15.114,0.153,969.868
63.27,573.252,15.025,0.177,970.036
63.77,565.715,15.123,0.196,970.205
64.27,558.181,15.01,0.227,970.374
64.77,550.645,15.136,0.252,970.543
65.27,543.114,14.99,0.291,970.711
65.77,535.578,15.153,0.325,970.88
66.27,528.048,14.966,0.373,971.049
66.77,520.513,15.175,0.417,971.217
67.27,512.985,14.936,0.478,971.386
67.77,505.45,15.205,0.537,971.555
68.27,497.924,14.897,0.614,971.724
68.77,490.389,15.243,0.691,971.892
69.27,482.866,14.848,0.789,972.061
69.77,475.331,15.293,0.889,972.229
70.27,467.811,14.785,1.015,972.398
70.77,460.276,15.358,1.145,972.567
71.27,452.76,14.705,1.306,972.735
71.77,445.224,15.441,1.473,972.904
72.27,437.713,14.601,1.681,973.072
72.729,430.818,15.47,1.896,973.241
73.134,424.701,14.734,1.818,973.395
73.555,418.37,15.297,1.334,973.532
74.055,410.855,14.763,1.067,973.674
74.555,403.323,15.365,1.204,973.842
75.055,395.812,14.678,1.376,974.011
75.555,388.279,15.454,1.553,974.179
76.048,380.876,14.58,1.774,974.348
76.482,374.363,15.427,1.952,974.513
76.876,368.414,14.772,1.663,974.659
77.337,361.489,15.299,1.144,974.793
77.837,353.978,14.743,1.111,974.948
78.337,346.45,15.371,1.256,975.116
78.837,338.944,14.653,1.435,975.284
79.337,331.414,15.464,1.622,975.453
79.809,324.326,14.589,1.855,975.621
80.223,318.118,15.368,1.879,975.78
80.633,311.947,14.778,1.442,975.919
81.133,304.422,15.32,1.085,976.057
81.633,296.917,14.699,1.242,976.226
82.133,289.392,15.402,1.405,976.394
82.633,281.892,14.598,1.607,976.562
83.112,274.692,15.469,1.818,976.73
83.533,268.345,14.664,1.912,976.892
83.934,262.346,15.28,1.538,977.034
84.433,254.844,14.734,1.092,977.168
84.933,247.323,15.352,1.236,977.336
85.433,239.824,14.644,1.415,977.505
85.933,232.301,15.445,1.602,977.672
86.411,225.14,14.57,1.835,977.841
86.829,218.874,15.367,1.904,978.001
87.233,212.794,14.762,1.499,978.142
87.733,205.277,15.309,1.094,978.278
88.233,197.779,14.682,1.254,978.446
88.733,190.26,15.392,1.421,978.614
89.233,182.768,14.578,1.629,978.782
89.705,175.681,15.449,1.846,978.95
90.12,169.437,14.666,1.888,979.109
90.525,163.376,15.262,1.47,979.249
91.025,155.88,14.724,1.075,979.385
91.525,148.365,15.334,1.219,979.552
92.025,140.873,14.634,1.399,979.721
92.525,133.358,15.428,1.586,979.889
93.006,126.14,14.551,1.82,980.057
93.428,119.83,15.363,1.925,980.218
93.827,113.826,14.747,1.545,980.36
94.321,106.397,15.291,1.1,980.494
94.821,98.907,14.672,1.237,980.661
95.321,91.395,15.374,1.404,980.828
95.821,83.909,14.568,1.613,980.997
96.298,76.762,15.44,1.831,981.164
96.715,70.48,14.642,1.912,981.324
97.115,64.504,15.248,1.515,981.465
